rho,1beta,1eta,1L,1gamma,2beta,2eta,2L,2gamma,3beta,3eta,3L,3gamma,6beta,6eta,6L,6gamma,10beta,10eta,10L,10gamma
5.0,0.8062482800235317,0.9687585998823417,9.768499096421762,2.4792923414335006,0.8002310766504381,0.9988446167478093,19.751040093478107,1.2642936929149784,0.8000087895996985,0.9999560520015077,29.75005281692473,0.8402977115326626,0.8000000004980568,0.9999999975097162,59.750000005237986,0.41841004076236454,0.8000000000000012,0.9999999999999942,99.75000000000003,0.2506265664160386
4.987525,0.8057814805344997,0.9686697212971692,9.767835435614767,2.4792333155134774,0.7997327718520603,0.9988378070685531,19.750267885758944,1.2643345052914086,0.7995086421367018,0.9999556596271463,29.749271355336987,0.8403194549567978,0.7994997523892632,0.9999999974647401,59.74921787859414,0.4184155177966781,0.799499751880944,0.9999999999999947,99.7492178732422,0.25062853156171094
4.97505,0.805312441003834,0.9685803403838755,9.767167995156749,2.4791739551939878,0.7992319801568303,0.9988309371207617,19.749490894915393,1.264375550786876,0.7990059873629918,0.9999552625697479,29.74848499509766,0.8403413339658586,0.7989969955239017,0.999999997418813,59.74843084281677,0.4184210293528728,0.7989969950050766,0.9999999999999938,99.74843083734798,0.2506305090730239
4.962575,0.8048411453912063,0.9684904529102343,9.766496742958598,2.479114257649479,0.7987286829533724,0.998824006192668,19.748709076582156,1.2644168313981907,0.7985008063839295,0.9999548607592711,29.74769369004043,0.8403633498267273,0.7984917109823201,0.9999999973719129,59.747638851541,0.41842657575836617,0.7984917104527399,0.9999999999999942,99.74763884595247,0.25063249906706236
4.9501,0.8043675775041419,0.9684000545967472,9.765821646570055,2.4790542200227157,0.7982228614448204,0.9988170135619947,19.747922385846266,1.264458349144955,0.7979930801146621,0.9999544541244112,29.746897393417655,0.8403855038220553,0.7979838796541452,0.9999999973240159,59.74684185781632,0.41843215734472833,0.7979838791135546,0.9999999999999932,99.74684185210504,0.2506345016623926
4.937625,0.8038917209962275,0.9683091411160021,9.76514267317465,2.4789938394243776,0.7977144966465126,0.998809958495763,19.7471307772387,1.2645001060698775,0.797482789277724,0.999954042592578,29.746096057891243,0.8404077972505097,0.7974734822358734,0.9999999972750954,59.74603981409722,0.418437774447748,0.7974734816840091,0.9999999999999944,99.74603980826005,0.25063651697908906
4.92515,0.8034135593653002,0.9682177080919916,9.764459789584565,2.478933112932572,0.7972035693836516,0.9988028402501086,19.746334204725727,1.2645421042391167,0.7969699144006022,0.9999536260898744,29.745289635523218,0.8404302314270314,0.7969604992284232,0.9999999972251318,59.7452326722337,0.4184434274075046,0.7969604986650166,0.9999999999999934,99.74523266626754,0.2506385451387542
4.912675,0.8029330759516062,0.9681257510994429,9.763772962235418,2.478872037592398,0.7966900602889305,0.9987956580700783,19.745532621700214,1.2645843457426014,0.7964544358132692,0.9999532045410475,29.74447807776636,0.8404528076830676,0.796444910934655,0.9999999971740939,59.74442038346179,0.4184491165684277,0.7964449103594288,0.9999999999999933,99.74442037736334,0.2506405862645476
4.9002,0.8024502539359365,0.968033265663124,9.763082157180937,2.478810610415474,0.7961739498001227,0.9987884111894388,19.74472598097268,1.2646268326943826,0.7959363336456702,0.999952777869487,29.743661335454302,0.8404755273668578,0.7959266974568472,0.9999999971219574,59.743602898393505,0.4184548422793762,0.7959266968695168,0.9999999999999939,99.7436028921594,0.2506426404812076
4.887725,0.8019650763377345,0.9679402472571466,9.762387340087583,2.47874882837947,0.7956552181576347,0.9987810988304747,19.743914234762247,1.264669567232981,0.7954155878251787,0.9999523459971782,29.742839358791834,0.8404983918436802,0.7954058386941377,0.9999999970686956,59.742780167007034,0.4184606048937048,0.7954058380944113,0.9999999999999932,99.74278016063379,0.25064470791507737
