rho,betak1,psii1,Li1,gammai1,psii2,Li2,gammai2,psii3,Li3,gammai3,psii4,Li4,gammai4,psii5,Li5,gammai5,psii6,Li6,gammai6,psii7,Li7,gammai7,psii8,Li8,gammai8,psii9,Li9,gammai9,psii10,Li10,gammai10,beta,eta,L,gamma
1.180000e+00,1.555366e-01,1.120149e-05,5.791980e+00,1.726506e-01,1.120149e-05,5.791980e+00,1.726506e-01,1.120149e-05,5.791980e+00,1.726506e-01,1.120149e-05,5.791980e+00,1.726506e-01,1.120149e-05,5.791980e+00,1.726506e-01,4.413692e-03,5.180644e+00,7.686970e-01,4.413692e-03,5.180644e+00,7.686970e-01,4.413692e-03,5.180644e+00,7.686970e-01,4.413692e-03,5.180644e+00,7.686970e-01,4.413692e-03,5.180644e+00,7.686970e-01,1.555366e-01,9.964668e-01,5.486312e+01,4.540695e-01
1.190000e+00,1.622759e-01,9.443653e-06,5.801077e+00,1.723802e-01,9.443653e-06,5.801077e+00,1.723802e-01,9.443653e-06,5.801077e+00,1.723802e-01,9.443653e-06,5.801077e+00,1.723802e-01,9.443653e-06,5.801077e+00,1.723802e-01,3.883090e-03,5.215280e+00,7.639987e-01,3.883090e-03,5.215280e+00,7.639987e-01,3.883090e-03,5.215280e+00,7.639987e-01,3.883090e-03,5.215280e+00,7.639987e-01,3.883090e-03,5.215280e+00,7.639987e-01,1.622759e-01,9.968916e-01,5.508179e+01,4.524598e-01
1.200000e+00,1.689486e-01,7.978908e-06,5.809520e+00,1.721299e-01,7.978908e-06,5.809520e+00,1.721299e-01,7.978908e-06,5.809520e+00,1.721299e-01,7.978908e-06,5.809520e+00,1.721299e-01,7.978908e-06,5.809520e+00,1.721299e-01,3.420830e-03,5.247559e+00,7.596517e-01,3.420830e-03,5.247559e+00,7.596517e-01,3.420830e-03,5.247559e+00,7.596517e-01,3.420830e-03,5.247559e+00,7.596517e-01,3.420830e-03,5.247559e+00,7.596517e-01,1.689486e-01,9.972617e-01,5.528539e+01,4.509608e-01
1.210000e+00,1.755501e-01,6.756353e-06,5.817367e+00,1.718979e-01,6.756353e-06,5.817367e+00,1.718979e-01,6.756353e-06,5.817367e+00,1.718979e-01,6.756353e-06,5.817367e+00,1.718979e-01,6.756353e-06,5.817367e+00,1.718979e-01,3.017793e-03,5.277666e+00,7.556235e-01,3.017793e-03,5.277666e+00,7.556235e-01,3.017793e-03,5.277666e+00,7.556235e-01,3.017793e-03,5.277666e+00,7.556235e-01,3.017793e-03,5.277666e+00,7.556235e-01,1.755501e-01,9.975844e-01,5.547516e+01,4.495635e-01
1.220000e+00,1.820771e-01,5.734130e-06,5.824668e+00,1.716826e-01,5.734130e-06,5.824668e+00,1.716826e-01,5.734130e-06,5.824668e+00,1.716826e-01,5.734130e-06,5.824668e+00,1.716826e-01,5.734130e-06,5.824668e+00,1.716826e-01,2.666071e-03,5.305777e+00,7.518853e-01,2.666071e-03,5.305777e+00,7.518853e-01,2.666071e-03,5.305777e+00,7.518853e-01,2.666071e-03,5.305777e+00,7.518853e-01,2.666071e-03,5.305777e+00,7.518853e-01,1.820771e-01,9.978660e-01,5.565223e+01,4.482597e-01
1.230000e+00,1.885269e-01,4.877812e-06,5.831471e+00,1.714825e-01,4.877812e-06,5.831471e+00,1.714825e-01,4.877812e-06,5.831471e+00,1.714825e-01,4.877812e-06,5.831471e+00,1.714825e-01,4.877812e-06,5.831471e+00,1.714825e-01,2.358817e-03,5.332051e+00,7.484108e-01,2.358817e-03,5.332051e+00,7.484108e-01,2.358817e-03,5.332051e+00,7.484108e-01,2.358817e-03,5.332051e+00,7.484108e-01,2.358817e-03,5.332051e+00,7.484108e-01,1.885269e-01,9.981120e-01,5.581761e+01,4.470417e-01
1.240000e+00,1.948975e-01,4.159072e-06,5.837819e+00,1.712961e-01,4.159072e-06,5.837819e+00,1.712961e-01,4.159072e-06,5.837819e+00,1.712961e-01,4.159072e-06,5.837819e+00,1.712961e-01,4.159072e-06,5.837819e+00,1.712961e-01,2.090111e-03,5.356637e+00,7.451765e-01,2.090111e-03,5.356637e+00,7.451765e-01,2.090111e-03,5.356637e+00,7.451765e-01,2.090111e-03,5.356637e+00,7.451765e-01,2.090111e-03,5.356637e+00,7.451765e-01,1.948975e-01,9.983271e-01,5.597228e+01,4.459025e-01
1.250000e+00,2.011877e-01,3.554586e-06,5.843749e+00,1.711224e-01,3.554586e-06,5.843749e+00,1.711224e-01,3.554586e-06,5.843749e+00,1.711224e-01,3.554586e-06,5.843749e+00,1.711224e-01,3.554586e-06,5.843749e+00,1.711224e-01,1.854837e-03,5.379668e+00,7.421612e-01,1.854837e-03,5.379668e+00,7.421612e-01,1.854837e-03,5.379668e+00,7.421612e-01,1.854837e-03,5.379668e+00,7.421612e-01,1.854837e-03,5.379668e+00,7.421612e-01,2.011877e-01,9.985154e-01,5.611709e+01,4.448357e-01
1.260000e+00,2.073964e-01,3.045137e-06,5.849299e+00,1.709601e-01,3.045137e-06,5.849299e+00,1.709601e-01,3.045137e-06,5.849299e+00,1.709601e-01,3.045137e-06,5.849299e+00,1.709601e-01,3.045137e-06,5.849299e+00,1.709601e-01,1.648578e-03,5.401268e+00,7.393459e-01,1.648578e-03,5.401268e+00,7.393459e-01,1.648578e-03,5.401268e+00,7.393459e-01,1.648578e-03,5.401268e+00,7.393459e-01,1.648578e-03,5.401268e+00,7.393459e-01,2.073964e-01,9.986805e-01,5.625283e+01,4.438356e-01
1.270000e+00,2.135233e-01,2.614875e-06,5.854498e+00,1.708084e-01,2.614875e-06,5.854498e+00,1.708084e-01,2.614875e-06,5.854498e+00,1.708084e-01,2.614875e-06,5.854498e+00,1.708084e-01,2.614875e-06,5.854498e+00,1.708084e-01,1.467518e-03,5.421552e+00,7.367134e-01,1.467518e-03,5.421552e+00,7.367134e-01,1.467518e-03,5.421552e+00,7.367134e-01,1.467518e-03,5.421552e+00,7.367134e-01,1.467518e-03,5.421552e+00,7.367134e-01,2.135233e-01,9.988255e-01,5.638025e+01,4.428969e-01
1.280000e+00,2.195681e-01,2.250707e-06,5.859376e+00,1.706662e-01,2.250707e-06,5.859376e+00,1.706662e-01,2.250707e-06,5.859376e+00,1.706662e-01,2.250707e-06,5.859376e+00,1.706662e-01,2.250707e-06,5.859376e+00,1.706662e-01,1.308366e-03,5.440621e+00,7.342482e-01,1.308366e-03,5.440621e+00,7.342482e-01,1.308366e-03,5.440621e+00,7.342482e-01,1.308366e-03,5.440621e+00,7.342482e-01,1.308366e-03,5.440621e+00,7.342482e-01,2.195681e-01,9.989529e-01,5.649999e+01,4.420146e-01
1.290000e+00,2.255310e-01,1.941810e-06,5.863960e+00,1.705329e-01,1.941810e-06,5.863960e+00,1.705329e-01,1.941810e-06,5.863960e+00,1.705329e-01,1.941810e-06,5.863960e+00,1.705329e-01,1.941810e-06,5.863960e+00,1.705329e-01,1.168275e-03,5.458572e+00,7.319363e-01,1.168275e-03,5.458572e+00,7.319363e-01,1.168275e-03,5.458572e+00,7.319363e-01,1.168275e-03,5.458572e+00,7.319363e-01,1.168275e-03,5.458572e+00,7.319363e-01,2.255310e-01,9.990650e-01,5.661266e+01,4.411845e-01
1.300000e+00,2.314124e-01,1.679220e-06,5.868272e+00,1.704076e-01,1.679220e-06,5.868272e+00,1.704076e-01,1.679220e-06,5.868272e+00,1.704076e-01,1.679220e-06,5.868272e+00,1.704076e-01,1.679220e-06,5.868272e+00,1.704076e-01,1.044790e-03,5.475489e+00,7.297651e-01,1.044790e-03,5.475489e+00,7.297651e-01,1.044790e-03,5.475489e+00,7.297651e-01,1.044790e-03,5.475489e+00,7.297651e-01,1.044790e-03,5.475489e+00,7.297651e-01,2.314124e-01,9.991638e-01,5.671880e+01,4.404024e-01
1.310000e+00,2.372129e-01,1.455503e-06,5.872335e+00,1.702898e-01,1.455503e-06,5.872335e+00,1.702898e-01,1.455503e-06,5.872335e+00,1.702898e-01,1.455503e-06,5.872335e+00,1.702898e-01,1.455503e-06,5.872335e+00,1.702898e-01,9.357847e-04,5.491451e+00,7.277233e-01,9.357847e-04,5.491451e+00,7.277233e-01,9.357847e-04,5.491451e+00,7.277233e-01,9.357847e-04,5.491451e+00,7.277233e-01,9.357847e-04,5.491451e+00,7.277233e-01,2.372129e-01,9.992511e-01,5.681893e+01,4.396647e-01
1.320000e+00,2.429332e-01,1.264484e-06,5.876167e+00,1.701787e-01,1.264484e-06,5.876167e+00,1.701787e-01,1.264484e-06,5.876167e+00,1.701787e-01,1.264484e-06,5.876167e+00,1.701787e-01,1.264484e-06,5.876167e+00,1.701787e-01,8.394234e-04,5.506530e+00,7.258005e-01,8.394234e-04,5.506530e+00,7.258005e-01,8.394234e-04,5.506530e+00,7.258005e-01,8.394234e-04,5.506530e+00,7.258005e-01,8.394234e-04,5.506530e+00,7.258005e-01,2.429332e-01,9.993282e-01,5.691349e+01,4.389681e-01
1.330000e+00,2.485741e-01,1.101024e-06,5.879787e+00,1.700740e-01,1.101024e-06,5.879787e+00,1.700740e-01,1.101024e-06,5.879787e+00,1.700740e-01,1.101024e-06,5.879787e+00,1.700740e-01,1.101024e-06,5.879787e+00,1.700740e-01,7.541150e-04,5.520792e+00,7.239873e-01,7.541150e-04,5.520792e+00,7.239873e-01,7.541150e-04,5.520792e+00,7.239873e-01,7.541150e-04,5.520792e+00,7.239873e-01,7.541150e-04,5.520792e+00,7.239873e-01,2.485741e-01,9.993965e-01,5.700290e+01,4.383095e-01
1.340000e+00,2.541366e-01,9.608382e-07,5.883211e+00,1.699751e-01,9.608382e-07,5.883211e+00,1.699751e-01,9.608382e-07,5.883211e+00,1.699751e-01,9.608382e-07,5.883211e+00,1.699751e-01,9.608382e-07,5.883211e+00,1.699751e-01,6.784817e-04,5.534296e+00,7.222754e-01,6.784817e-04,5.534296e+00,7.222754e-01,6.784817e-04,5.534296e+00,7.222754e-01,6.784817e-04,5.534296e+00,7.222754e-01,6.784817e-04,5.534296e+00,7.222754e-01,2.541366e-01,9.994570e-01,5.708753e+01,4.376862e-01
1.350000e+00,2.596217e-01,8.403506e-07,5.886452e+00,1.698815e-01,8.403506e-07,5.886452e+00,1.698815e-01,8.403506e-07,5.886452e+00,1.698815e-01,8.403506e-07,5.886452e+00,1.698815e-01,8.403506e-07,5.886452e+00,1.698815e-01,6.113282e-04,5.547097e+00,7.206571e-01,6.113282e-04,5.547097e+00,7.206571e-01,6.113282e-04,5.547097e+00,7.206571e-01,6.113282e-04,5.547097e+00,7.206571e-01,6.113282e-04,5.547097e+00,7.206571e-01,2.596217e-01,9.995108e-01,5.716775e+01,4.370956e-01
1.360000e+00,2.650305e-01,7.365679e-07,5.889525e+00,1.697928e-01,7.365679e-07,5.889525e+00,1.697928e-01,7.365679e-07,5.889525e+00,1.697928e-01,7.365679e-07,5.889525e+00,1.697928e-01,7.365679e-07,5.889525e+00,1.697928e-01,5.516171e-04,5.559245e+00,7.191253e-01,5.516171e-04,5.559245e+00,7.191253e-01,5.516171e-04,5.559245e+00,7.191253e-01,5.516171e-04,5.559245e+00,7.191253e-01,5.516171e-04,5.559245e+00,7.191253e-01,2.650305e-01,9.995586e-01,5.724385e+01,4.365353e-01
1.370000e+00,2.703642e-01,6.469815e-07,5.892442e+00,1.697088e-01,6.469815e-07,5.892442e+00,1.697088e-01,6.469815e-07,5.892442e+00,1.697088e-01,6.469815e-07,5.892442e+00,1.697088e-01,6.469815e-07,5.892442e+00,1.697088e-01,4.984465e-04,5.570785e+00,7.176738e-01,4.984465e-04,5.570785e+00,7.176738e-01,4.984465e-04,5.570785e+00,7.176738e-01,4.984465e-04,5.570785e+00,7.176738e-01,4.984465e-04,5.570785e+00,7.176738e-01,2.703642e-01,9.996011e-01,5.731614e+01,4.360034e-01
1.380000e+00,2.756239e-01,5.694844e-07,5.895214e+00,1.696290e-01,5.694844e-07,5.895214e+00,1.696290e-01,5.694844e-07,5.895214e+00,1.696290e-01,5.694844e-07,5.895214e+00,1.696290e-01,5.694844e-07,5.895214e+00,1.696290e-01,4.510319e-04,5.581760e+00,7.162967e-01,4.510319e-04,5.581760e+00,7.162967e-01,4.510319e-04,5.581760e+00,7.162967e-01,4.510319e-04,5.581760e+00,7.162967e-01,4.510319e-04,5.581760e+00,7.162967e-01,2.756239e-01,9.996391e-01,5.738487e+01,4.354977e-01
1.390000e+00,2.808108e-01,5.023037e-07,5.897850e+00,1.695532e-01,5.023037e-07,5.897850e+00,1.695532e-01,5.023037e-07,5.897850e+00,1.695532e-01,5.023037e-07,5.897850e+00,1.695532e-01,5.023037e-07,5.897850e+00,1.695532e-01,4.086898e-04,5.592207e+00,7.149888e-01,4.086898e-04,5.592207e+00,7.149888e-01,4.086898e-04,5.592207e+00,7.149888e-01,4.086898e-04,5.592207e+00,7.149888e-01,4.086898e-04,5.592207e+00,7.149888e-01,2.808108e-01,9.996729e-01,5.745029e+01,4.350165e-01
1.400000e+00,2.859262e-01,4.439446e-07,5.900361e+00,1.694811e-01,4.439446e-07,5.900361e+00,1.694811e-01,4.439446e-07,5.900361e+00,1.694811e-01,4.439446e-07,5.900361e+00,1.694811e-01,4.439446e-07,5.900361e+00,1.694811e-01,3.708239e-04,5.602163e+00,7.137452e-01,3.708239e-04,5.602163e+00,7.137452e-01,3.708239e-04,5.602163e+00,7.137452e-01,3.708239e-04,5.602163e+00,7.137452e-01,3.708239e-04,5.602163e+00,7.137452e-01,2.859262e-01,9.997033e-01,5.751262e+01,4.345582e-01
1.410000e+00,2.909714e-01,3.931445e-07,5.902754e+00,1.694124e-01,3.931445e-07,5.902754e+00,1.694124e-01,3.931445e-07,5.902754e+00,1.694124e-01,3.931445e-07,5.902754e+00,1.694124e-01,3.931445e-07,5.902754e+00,1.694124e-01,3.369137e-04,5.611659e+00,7.125616e-01,3.369137e-04,5.611659e+00,7.125616e-01,3.369137e-04,5.611659e+00,7.125616e-01,3.369137e-04,5.611659e+00,7.125616e-01,3.369137e-04,5.611659e+00,7.125616e-01,2.909714e-01,9.997304e-01,5.757206e+01,4.341213e-01
1.420000e+00,2.959474e-01,3.488345e-07,5.905037e+00,1.693469e-01,3.488345e-07,5.905037e+00,1.693469e-01,3.488345e-07,5.905037e+00,1.693469e-01,3.488345e-07,5.905037e+00,1.693469e-01,3.488345e-07,5.905037e+00,1.693469e-01,3.065040e-04,5.620725e+00,7.114339e-01,3.065040e-04,5.620725e+00,7.114339e-01,3.065040e-04,5.620725e+00,7.114339e-01,3.065040e-04,5.620725e+00,7.114339e-01,3.065040e-04,5.620725e+00,7.114339e-01,2.959474e-01,9.997547e-01,5.762881e+01,4.337044e-01
1.430000e+00,3.008555e-01,3.101082e-07,5.907218e+00,1.692844e-01,3.101082e-07,5.907218e+00,1.692844e-01,3.101082e-07,5.907218e+00,1.692844e-01,3.101082e-07,5.907218e+00,1.692844e-01,3.101082e-07,5.907218e+00,1.692844e-01,2.791961e-04,5.629388e+00,7.103584e-01,2.791961e-04,5.629388e+00,7.103584e-01,2.791961e-04,5.629388e+00,7.103584e-01,2.791961e-04,5.629388e+00,7.103584e-01,2.791961e-04,5.629388e+00,7.103584e-01,3.008555e-01,9.997766e-01,5.768303e+01,4.333062e-01
1.440000e+00,3.056971e-01,2.761955e-07,5.909302e+00,1.692247e-01,2.761955e-07,5.909302e+00,1.692247e-01,2.761955e-07,5.909302e+00,1.692247e-01,2.761955e-07,5.909302e+00,1.692247e-01,2.761955e-07,5.909302e+00,1.692247e-01,2.546405e-04,5.637674e+00,7.093318e-01,2.546405e-04,5.637674e+00,7.093318e-01,2.546405e-04,5.637674e+00,7.093318e-01,2.546405e-04,5.637674e+00,7.093318e-01,2.546405e-04,5.637674e+00,7.093318e-01,3.056971e-01,9.997962e-01,5.773488e+01,4.329255e-01
1.450000e+00,3.104732e-01,2.464405e-07,5.911297e+00,1.691676e-01,2.464405e-07,5.911297e+00,1.691676e-01,2.464405e-07,5.911297e+00,1.691676e-01,2.464405e-07,5.911297e+00,1.691676e-01,2.464405e-07,5.911297e+00,1.691676e-01,2.325307e-04,5.645606e+00,7.083508e-01,2.325307e-04,5.645606e+00,7.083508e-01,2.325307e-04,5.645606e+00,7.083508e-01,2.325307e-04,5.645606e+00,7.083508e-01,2.325307e-04,5.645606e+00,7.083508e-01,3.104732e-01,9.998139e-01,5.778452e+01,4.325613e-01
1.460000e+00,3.151850e-01,2.202839e-07,5.913207e+00,1.691129e-01,2.202839e-07,5.913207e+00,1.691129e-01,2.202839e-07,5.913207e+00,1.691129e-01,2.202839e-07,5.913207e+00,1.691129e-01,2.202839e-07,5.913207e+00,1.691129e-01,2.125968e-04,5.653206e+00,7.074127e-01,2.125968e-04,5.653206e+00,7.074127e-01,2.125968e-04,5.653206e+00,7.074127e-01,2.125968e-04,5.653206e+00,7.074127e-01,2.125968e-04,5.653206e+00,7.074127e-01,3.151850e-01,9.998299e-01,5.783207e+01,4.322126e-01
1.470000e+00,3.198338e-01,1.972474e-07,5.915038e+00,1.690606e-01,1.972474e-07,5.915038e+00,1.690606e-01,1.972474e-07,5.915038e+00,1.690606e-01,1.972474e-07,5.915038e+00,1.690606e-01,1.972474e-07,5.915038e+00,1.690606e-01,1.946017e-04,5.660493e+00,7.065148e-01,1.946017e-04,5.660493e+00,7.065148e-01,1.946017e-04,5.660493e+00,7.065148e-01,1.946017e-04,5.660493e+00,7.065148e-01,1.946017e-04,5.660493e+00,7.065148e-01,3.198338e-01,9.998443e-01,5.787765e+01,4.318784e-01
1.480000e+00,3.244207e-01,1.769218e-07,5.916795e+00,1.690104e-01,1.769218e-07,5.916795e+00,1.690104e-01,1.769218e-07,5.916795e+00,1.690104e-01,1.769218e-07,5.916795e+00,1.690104e-01,1.769218e-07,5.916795e+00,1.690104e-01,1.783361e-04,5.667485e+00,7.056546e-01,1.783361e-04,5.667485e+00,7.056546e-01,1.783361e-04,5.667485e+00,7.056546e-01,1.783361e-04,5.667485e+00,7.056546e-01,1.783361e-04,5.667485e+00,7.056546e-01,3.244207e-01,9.998573e-01,5.792140e+01,4.315578e-01
1.490000e+00,3.289469e-01,1.589556e-07,5.918481e+00,1.689623e-01,1.589556e-07,5.918481e+00,1.689623e-01,1.589556e-07,5.918481e+00,1.689623e-01,1.589556e-07,5.918481e+00,1.689623e-01,1.589556e-07,5.918481e+00,1.689623e-01,1.636156e-04,5.674200e+00,7.048299e-01,1.636156e-04,5.674200e+00,7.048299e-01,1.636156e-04,5.674200e+00,7.048299e-01,1.636156e-04,5.674200e+00,7.048299e-01,1.636156e-04,5.674200e+00,7.048299e-01,3.289469e-01,9.998691e-01,5.796340e+01,4.312502e-01
1.500000e+00,3.334135e-01,1.430469e-07,5.920101e+00,1.689160e-01,1.430469e-07,5.920101e+00,1.689160e-01,1.430469e-07,5.920101e+00,1.689160e-01,1.430469e-07,5.920101e+00,1.689160e-01,1.430469e-07,5.920101e+00,1.689160e-01,1.502770e-04,5.680653e+00,7.040386e-01,1.502770e-04,5.680653e+00,7.040386e-01,1.502770e-04,5.680653e+00,7.040386e-01,1.502770e-04,5.680653e+00,7.040386e-01,1.502770e-04,5.680653e+00,7.040386e-01,3.334135e-01,9.998797e-01,5.800377e+01,4.309546e-01
1.510000e+00,3.378216e-01,1.289356e-07,5.921658e+00,1.688716e-01,1.289356e-07,5.921658e+00,1.688716e-01,1.289356e-07,5.921658e+00,1.688716e-01,1.289356e-07,5.921658e+00,1.688716e-01,1.289356e-07,5.921658e+00,1.688716e-01,1.381760e-04,5.686860e+00,7.032787e-01,1.381760e-04,5.686860e+00,7.032787e-01,1.381760e-04,5.686860e+00,7.032787e-01,1.381760e-04,5.686860e+00,7.032787e-01,1.381760e-04,5.686860e+00,7.032787e-01,3.378216e-01,9.998894e-01,5.804259e+01,4.306706e-01
1.520000e+00,3.421722e-01,1.163974e-07,5.923156e+00,1.688289e-01,1.163974e-07,5.923156e+00,1.688289e-01,1.163974e-07,5.923156e+00,1.688289e-01,1.163974e-07,5.923156e+00,1.688289e-01,1.163974e-07,5.923156e+00,1.688289e-01,1.271849e-04,5.692832e+00,7.025486e-01,1.271849e-04,5.692832e+00,7.025486e-01,1.271849e-04,5.692832e+00,7.025486e-01,1.271849e-04,5.692832e+00,7.025486e-01,1.271849e-04,5.692832e+00,7.025486e-01,3.421722e-01,9.998982e-01,5.807994e+01,4.303974e-01
1.530000e+00,3.464665e-01,1.052384e-07,5.924599e+00,1.687878e-01,1.052384e-07,5.924599e+00,1.687878e-01,1.052384e-07,5.924599e+00,1.687878e-01,1.052384e-07,5.924599e+00,1.687878e-01,1.052384e-07,5.924599e+00,1.687878e-01,1.171902e-04,5.698585e+00,7.018464e-01,1.171902e-04,5.698585e+00,7.018464e-01,1.171902e-04,5.698585e+00,7.018464e-01,1.171902e-04,5.698585e+00,7.018464e-01,1.171902e-04,5.698585e+00,7.018464e-01,3.464665e-01,9.999062e-01,5.811592e+01,4.301344e-01
1.540000e+00,3.507055e-01,9.529067e-08,5.925989e+00,1.687482e-01,9.529067e-08,5.925989e+00,1.687482e-01,9.529067e-08,5.925989e+00,1.687482e-01,9.529067e-08,5.925989e+00,1.687482e-01,9.529067e-08,5.925989e+00,1.687482e-01,1.080913e-04,5.704128e+00,7.011708e-01,1.080913e-04,5.704128e+00,7.011708e-01,1.080913e-04,5.704128e+00,7.011708e-01,1.080913e-04,5.704128e+00,7.011708e-01,1.080913e-04,5.704128e+00,7.011708e-01,3.507055e-01,9.999135e-01,5.815059e+01,4.298811e-01
1.550000e+00,3.548902e-01,8.640848e-08,5.927329e+00,1.687100e-01,8.640848e-08,5.927329e+00,1.687100e-01,8.640848e-08,5.927329e+00,1.687100e-01,8.640848e-08,5.927329e+00,1.687100e-01,8.640848e-08,5.927329e+00,1.687100e-01,9.979853e-05,5.709473e+00,7.005201e-01,9.979853e-05,5.709473e+00,7.005201e-01,9.979853e-05,5.709473e+00,7.005201e-01,9.979853e-05,5.709473e+00,7.005201e-01,9.979853e-05,5.709473e+00,7.005201e-01,3.548902e-01,9.999201e-01,5.818401e+01,4.296370e-01
1.560000e+00,3.590217e-01,7.846530e-08,5.928622e+00,1.686732e-01,7.846530e-08,5.928622e+00,1.686732e-01,7.846530e-08,5.928622e+00,1.686732e-01,7.846530e-08,5.928622e+00,1.686732e-01,7.846530e-08,5.928622e+00,1.686732e-01,9.223225e-05,5.714631e+00,6.998932e-01,9.223225e-05,5.714631e+00,6.998932e-01,9.223225e-05,5.714631e+00,6.998932e-01,9.223225e-05,5.714631e+00,6.998932e-01,9.223225e-05,5.714631e+00,6.998932e-01,3.590217e-01,9.999262e-01,5.821626e+01,4.294016e-01
1.570000e+00,3.631008e-01,7.135096e-08,5.929870e+00,1.686377e-01,7.135096e-08,5.929870e+00,1.686377e-01,7.135096e-08,5.929870e+00,1.686377e-01,7.135096e-08,5.929870e+00,1.686377e-01,7.135096e-08,5.929870e+00,1.686377e-01,8.532133e-05,5.719610e+00,6.992887e-01,8.532133e-05,5.719610e+00,6.992887e-01,8.532133e-05,5.719610e+00,6.992887e-01,8.532133e-05,5.719610e+00,6.992887e-01,8.532133e-05,5.719610e+00,6.992887e-01,3.631008e-01,9.999317e-01,5.824740e+01,4.291744e-01
1.580000e+00,3.671286e-01,6.496940e-08,5.931075e+00,1.686035e-01,6.496940e-08,5.931075e+00,1.686035e-01,6.496940e-08,5.931075e+00,1.686035e-01,6.496940e-08,5.931075e+00,1.686035e-01,6.496940e-08,5.931075e+00,1.686035e-01,7.900233e-05,5.724420e+00,6.987056e-01,7.900233e-05,5.724420e+00,6.987056e-01,7.900233e-05,5.724420e+00,6.987056e-01,7.900233e-05,5.724420e+00,6.987056e-01,7.900233e-05,5.724420e+00,6.987056e-01,3.671286e-01,9.999368e-01,5.827748e+01,4.289551e-01
1.590000e+00,3.711060e-01,5.923671e-08,5.932240e+00,1.685704e-01,5.923671e-08,5.932240e+00,1.685704e-01,5.923671e-08,5.932240e+00,1.685704e-01,5.923671e-08,5.932240e+00,1.685704e-01,5.923671e-08,5.932240e+00,1.685704e-01,7.321856e-05,5.729069e+00,6.981426e-01,7.321856e-05,5.729069e+00,6.981426e-01,7.321856e-05,5.729069e+00,6.981426e-01,7.321856e-05,5.729069e+00,6.981426e-01,7.321856e-05,5.729069e+00,6.981426e-01,3.711060e-01,9.999414e-01,5.830655e+01,4.287432e-01
1.600000e+00,3.750340e-01,5.407950e-08,5.933366e+00,1.685384e-01,5.407950e-08,5.933366e+00,1.685384e-01,5.407950e-08,5.933366e+00,1.685384e-01,5.407950e-08,5.933366e+00,1.685384e-01,5.407950e-08,5.933366e+00,1.685384e-01,6.791929e-05,5.733565e+00,6.975988e-01,6.791929e-05,5.733565e+00,6.975988e-01,6.791929e-05,5.733565e+00,6.975988e-01,6.791929e-05,5.733565e+00,6.975988e-01,6.791929e-05,5.733565e+00,6.975988e-01,3.750340e-01,9.999457e-01,5.833466e+01,4.285384e-01
1.610000e+00,3.789133e-01,4.943345e-08,5.934456e+00,1.685074e-01,4.943345e-08,5.934456e+00,1.685074e-01,4.943345e-08,5.934456e+00,1.685074e-01,4.943345e-08,5.934456e+00,1.685074e-01,4.943345e-08,5.934456e+00,1.685074e-01,6.305908e-05,5.737915e+00,6.970733e-01,6.305908e-05,5.737915e+00,6.970733e-01,6.305908e-05,5.737915e+00,6.970733e-01,6.305908e-05,5.737915e+00,6.970733e-01,6.305908e-05,5.737915e+00,6.970733e-01,3.789133e-01,9.999495e-01,5.836186e+01,4.283404e-01
1.620000e+00,3.827450e-01,4.524213e-08,5.935511e+00,1.684775e-01,4.524213e-08,5.935511e+00,1.684775e-01,4.524213e-08,5.935511e+00,1.684775e-01,4.524213e-08,5.935511e+00,1.684775e-01,4.524213e-08,5.935511e+00,1.684775e-01,5.859718e-05,5.742127e+00,6.965652e-01,5.859718e-05,5.742127e+00,6.965652e-01,5.859718e-05,5.742127e+00,6.965652e-01,5.859718e-05,5.742127e+00,6.965652e-01,5.859718e-05,5.742127e+00,6.965652e-01,3.827450e-01,9.999531e-01,5.838819e+01,4.281487e-01
1.630000e+00,3.865298e-01,4.145592e-08,5.936532e+00,1.684485e-01,4.145592e-08,5.936532e+00,1.684485e-01,4.145592e-08,5.936532e+00,1.684485e-01,4.145592e-08,5.936532e+00,1.684485e-01,4.145592e-08,5.936532e+00,1.684485e-01,5.449701e-05,5.746206e+00,6.960736e-01,5.449701e-05,5.746206e+00,6.960736e-01,5.449701e-05,5.746206e+00,6.960736e-01,5.449701e-05,5.746206e+00,6.960736e-01,5.449701e-05,5.746206e+00,6.960736e-01,3.865298e-01,9.999564e-01,5.841369e+01,4.279632e-01
1.640000e+00,3.902687e-01,3.803114e-08,5.937522e+00,1.684204e-01,3.803114e-08,5.937522e+00,1.684204e-01,3.803114e-08,5.937522e+00,1.684204e-01,3.803114e-08,5.937522e+00,1.684204e-01,3.803114e-08,5.937522e+00,1.684204e-01,5.072570e-05,5.750159e+00,6.955977e-01,5.072570e-05,5.750159e+00,6.955977e-01,5.072570e-05,5.750159e+00,6.955977e-01,5.072570e-05,5.750159e+00,6.955977e-01,5.072570e-05,5.750159e+00,6.955977e-01,3.902687e-01,9.999594e-01,5.843840e+01,4.277835e-01
1.650000e+00,3.939623e-01,3.492928e-08,5.938482e+00,1.683932e-01,3.492928e-08,5.938482e+00,1.683932e-01,3.492928e-08,5.938482e+00,1.683932e-01,3.492928e-08,5.938482e+00,1.683932e-01,3.492928e-08,5.938482e+00,1.683932e-01,4.725364e-05,5.753991e+00,6.951368e-01,4.725364e-05,5.753991e+00,6.951368e-01,4.725364e-05,5.753991e+00,6.951368e-01,4.725364e-05,5.753991e+00,6.951368e-01,4.725364e-05,5.753991e+00,6.951368e-01,3.939623e-01,9.999622e-01,5.846236e+01,4.276094e-01
