rho,betak1,betak2,psii1,Li1,gammai1,psii2,Li2,gammai2,psii3,Li3,gammai3,psii4,Li4,gammai4,psii5,Li5,gammai5,psii6,Li6,gammai6,psii7,Li7,gammai7,psii8,Li8,gammai8,psii9,Li9,gammai9,psii10,Li10,gammai10,beta,eta,L,gamma
1.000000e-02,8.841248e-89,5.716723e-78,9.934228e-01,6.615290e-03,9.942462e-01,9.934228e-01,6.615290e-03,9.942462e-01,9.934228e-01,6.615290e-03,9.942462e-01,9.885322e-01,1.158094e-02,9.902324e-01,9.885322e-01,1.158094e-02,9.902324e-01,9.885322e-01,1.158094e-02,9.902324e-01,9.885322e-01,1.158094e-02,9.902324e-01,9.885343e-01,1.157876e-02,9.902338e-01,9.885343e-01,1.157876e-02,9.902338e-01,9.885343e-01,1.157876e-02,9.902338e-01,4.573378e-78,1.000000e-02,1.009059e-01,9.910223e-01
2.000000e-02,3.817335e-76,2.318184e-65,9.868455e-01,1.330746e-02,9.885030e-01,9.868455e-01,1.330746e-02,9.885030e-01,9.868455e-01,1.330746e-02,9.885030e-01,9.770644e-01,2.339177e-02,9.804999e-01,9.770644e-01,2.339177e-02,9.804999e-01,9.770644e-01,2.339177e-02,9.804999e-01,9.770644e-01,2.339177e-02,9.804999e-01,9.770686e-01,2.338735e-02,9.805026e-01,9.770686e-01,2.338735e-02,9.805026e-01,9.770686e-01,2.338735e-02,9.805026e-01,1.854547e-65,2.000000e-02,2.036515e-01,9.820697e-01
3.000000e-02,9.333920e-69,5.313387e-58,9.802683e-01,2.007766e-02,9.827706e-01,9.802683e-01,2.007766e-02,9.827706e-01,9.802683e-01,2.007766e-02,9.827706e-01,9.655966e-01,3.543812e-02,9.708028e-01,9.655966e-01,3.543812e-02,9.708028e-01,9.655966e-01,3.543812e-02,9.708028e-01,9.655966e-01,3.543812e-02,9.708028e-01,9.656030e-01,3.543138e-02,9.708068e-01,9.656030e-01,3.543138e-02,9.708068e-01,9.656030e-01,3.543138e-02,9.708068e-01,4.250709e-58,3.000000e-02,3.082796e-01,9.731425e-01
4.000000e-02,1.623592e-63,8.646349e-53,9.736909e-01,2.692706e-02,9.770490e-01,9.736909e-01,2.692706e-02,9.770490e-01,9.736909e-01,2.692706e-02,9.770490e-01,9.541288e-01,4.772575e-02,9.611416e-01,9.541288e-01,4.772575e-02,9.611416e-01,9.541288e-01,4.772575e-02,9.611416e-01,9.541288e-01,4.772575e-02,9.611416e-01,9.541373e-01,4.771661e-02,9.611469e-01,9.541373e-01,4.771661e-02,9.611469e-01,9.541373e-01,4.771661e-02,9.611469e-01,6.917079e-53,4.000000e-02,4.148340e-01,9.642411e-01
5.000000e-02,1.880318e-59,9.348151e-49,9.671136e-01,3.385683e-02,9.713383e-01,9.671136e-01,3.385683e-02,9.713383e-01,9.671136e-01,3.385683e-02,9.713383e-01,9.426610e-01,6.026058e-02,9.515168e-01,9.426610e-01,6.026058e-02,9.515168e-01,9.426610e-01,6.026058e-02,9.515168e-01,9.426610e-01,6.026058e-02,9.515168e-01,9.426717e-01,6.024896e-02,9.515233e-01,9.426717e-01,6.024896e-02,9.515233e-01,9.426717e-01,6.024896e-02,9.515233e-01,7.478521e-49,5.000000e-02,5.233597e-01,9.553659e-01
6.000000e-02,3.926093e-56,1.818204e-45,9.605361e-01,4.086818e-02,9.656386e-01,9.605361e-01,4.086818e-02,9.656386e-01,9.605361e-01,4.086818e-02,9.656386e-01,9.311933e-01,7.304871e-02,9.419287e-01,9.311933e-01,7.304871e-02,9.419287e-01,9.311933e-01,7.304871e-02,9.419287e-01,9.311933e-01,7.304871e-02,9.419287e-01,9.312061e-01,7.303452e-02,9.419365e-01,9.312061e-01,7.303452e-02,9.419365e-01,9.312061e-01,7.303452e-02,9.419365e-01,1.454563e-45,6.000000e-02,6.339029e-01,9.465172e-01
7.000000e-02,2.514568e-53,1.082276e-42,9.539586e-01,4.796234e-02,9.599499e-01,9.539586e-01,4.796234e-02,9.599499e-01,9.539586e-01,4.796234e-02,9.599499e-01,9.197257e-01,8.609638e-02,9.323778e-01,9.197257e-01,8.609638e-02,9.323778e-01,9.197257e-01,8.609638e-02,9.323778e-01,9.197257e-01,8.609638e-02,9.323778e-01,9.197406e-01,8.607955e-02,9.323868e-01,9.197406e-01,8.607955e-02,9.323868e-01,9.197406e-01,8.607955e-02,9.323868e-01,8.658209e-43,7.000000e-02,7.465112e-01,9.376953e-01
8.000000e-02,6.784588e-51,2.707385e-40,9.473809e-01,5.514056e-02,9.542723e-01,9.473809e-01,5.514056e-02,9.542723e-01,9.473809e-01,5.514056e-02,9.542723e-01,9.082580e-01,9.941003e-02,9.228643e-01,9.082580e-01,9.941003e-02,9.228643e-01,9.082580e-01,9.941003e-02,9.228643e-01,9.082580e-01,9.941003e-02,9.228643e-01,9.082751e-01,9.939047e-02,9.228745e-01,9.082751e-01,9.939047e-02,9.228745e-01,9.082751e-01,9.939047e-02,9.228745e-01,2.165908e-40,8.000000e-02,8.612332e-01,9.289005e-01
9.000000e-02,9.463060e-49,3.492365e-38,9.408031e-01,6.240412e-02,9.486058e-01,9.408031e-01,6.240412e-02,9.486058e-01,9.408031e-01,6.240412e-02,9.486058e-01,8.967905e-01,1.129963e-01,9.133887e-01,8.967905e-01,1.129963e-01,9.133887e-01,8.967905e-01,1.129963e-01,9.133887e-01,8.967905e-01,1.129963e-01,9.133887e-01,8.968096e-01,1.129739e-01,9.134001e-01,8.968096e-01,1.129739e-01,9.134001e-01,8.968096e-01,1.129739e-01,9.134001e-01,2.793892e-38,9.000000e-02,9.781193e-01,9.201332e-01
1.000000e-01,7.846905e-47,2.671190e-36,9.342251e-01,6.975431e-02,9.429506e-01,9.342251e-01,6.975431e-02,9.429506e-01,9.342251e-01,6.975431e-02,9.429506e-01,8.853230e-01,1.268620e-01,9.039512e-01,8.853230e-01,1.268620e-01,9.039512e-01,8.853230e-01,1.268620e-01,9.039512e-01,8.853230e-01,1.268620e-01,9.039512e-01,8.853442e-01,1.268367e-01,9.039638e-01,8.853442e-01,1.268367e-01,9.039638e-01,8.853442e-01,1.268367e-01,9.039638e-01,2.136952e-36,1.000000e-01,1.097221e+00,9.113936e-01
1.100000e-01,4.274087e-45,1.338346e-34,9.276470e-01,7.719246e-02,9.373067e-01,9.276470e-01,7.719246e-02,9.373067e-01,9.276470e-01,7.719246e-02,9.373067e-01,8.738556e-01,1.410141e-01,8.945521e-01,8.738556e-01,1.410141e-01,8.945521e-01,8.738556e-01,1.410141e-01,8.945521e-01,8.738556e-01,1.410141e-01,8.945521e-01,8.738789e-01,1.409858e-01,8.945659e-01,8.738789e-01,1.409858e-01,8.945659e-01,8.738789e-01,1.409858e-01,8.945659e-01,1.070677e-34,1.100000e-01,1.218591e+00,9.026819e-01
1.200000e-01,1.646150e-43,4.727726e-33,9.210686e-01,8.471991e-02,9.316741e-01,9.210686e-01,8.471991e-02,9.316741e-01,9.210686e-01,8.471991e-02,9.316741e-01,8.623882e-01,1.554598e-01,8.851918e-01,8.623882e-01,1.554598e-01,8.851918e-01,8.623882e-01,1.554598e-01,8.851918e-01,8.623882e-01,1.554598e-01,8.851918e-01,8.624137e-01,1.554285e-01,8.852067e-01,8.624137e-01,1.554285e-01,8.852067e-01,8.624137e-01,1.554285e-01,8.852067e-01,3.782181e-33,1.200000e-01,1.342284e+00,8.939983e-01
1.300000e-01,4.741302e-42,1.245122e-31,9.144901e-01,9.233804e-02,9.260529e-01,9.144901e-01,9.233804e-02,9.260529e-01,9.144901e-01,9.233804e-02,9.260529e-01,8.509210e-01,1.702067e-01,8.758704e-01,8.509210e-01,1.702067e-01,8.758704e-01,8.509210e-01,1.702067e-01,8.758704e-01,8.509210e-01,1.702067e-01,8.758704e-01,8.509486e-01,1.701721e-01,8.758864e-01,8.509486e-01,1.701721e-01,8.758864e-01,8.509486e-01,1.701721e-01,8.758864e-01,9.960974e-32,1.300000e-01,1.468357e+00,8.853432e-01
1.400000e-01,1.066724e-40,2.553284e-30,9.079113e-01,1.000483e-01,9.204432e-01,9.079113e-01,1.000483e-01,9.204432e-01,9.079113e-01,1.000483e-01,9.204432e-01,8.394539e-01,1.852623e-01,8.665882e-01,8.394539e-01,1.852623e-01,8.665882e-01,8.394539e-01,1.852623e-01,8.665882e-01,8.394539e-01,1.852623e-01,8.665882e-01,8.394835e-01,1.852244e-01,8.666053e-01,8.394835e-01,1.852244e-01,8.666053e-01,8.394835e-01,1.852244e-01,8.666053e-01,2.042627e-30,1.400000e-01,1.596867e+00,8.767166e-01
1.500000e-01,1.940680e-39,4.219465e-29,9.013322e-01,1.078520e-01,9.148449e-01,9.013322e-01,1.078520e-01,9.148449e-01,9.013322e-01,1.078520e-01,9.148449e-01,8.279869e-01,2.006345e-01,8.573453e-01,8.279869e-01,2.006345e-01,8.573453e-01,8.279869e-01,2.006345e-01,8.573453e-01,8.279869e-01,2.006345e-01,8.573453e-01,8.280186e-01,2.005933e-01,8.573634e-01,8.280186e-01,2.005933e-01,8.573634e-01,8.280186e-01,2.005933e-01,8.573634e-01,3.375572e-29,1.500000e-01,1.727874e+00,8.681188e-01
1.600000e-01,2.935856e-38,5.777388e-28,8.947528e-01,1.157507e-01,9.092581e-01,8.947528e-01,1.157507e-01,9.092581e-01,8.947528e-01,1.157507e-01,9.092581e-01,8.165201e-01,2.163316e-01,8.481419e-01,8.165201e-01,2.163316e-01,8.481419e-01,8.165201e-01,2.163316e-01,8.481419e-01,8.165201e-01,2.163316e-01,8.481419e-01,8.165538e-01,2.162870e-01,8.481611e-01,8.165538e-01,2.162870e-01,8.481611e-01,8.165538e-01,2.162870e-01,8.481611e-01,4.621911e-28,1.600000e-01,1.861439e+00,8.595498e-01
1.700000e-01,3.778679e-37,6.704589e-27,8.881731e-01,1.237458e-01,9.036829e-01,8.881731e-01,1.237458e-01,9.036829e-01,8.881731e-01,1.237458e-01,9.036829e-01,8.050534e-01,2.323620e-01,8.389781e-01,8.050534e-01,2.323620e-01,8.389781e-01,8.050534e-01,2.323620e-01,8.389781e-01,8.050534e-01,2.323620e-01,8.389781e-01,8.050891e-01,2.323138e-01,8.389982e-01,8.050891e-01,2.323138e-01,8.389982e-01,8.050891e-01,2.323138e-01,8.389982e-01,5.363671e-27,1.700000e-01,1.997627e+00,8.510098e-01
1.800000e-01,4.217298e-36,6.719506e-26,8.815930e-01,1.318389e-01,8.981193e-01,8.815930e-01,1.318389e-01,8.981193e-01,8.815930e-01,1.318389e-01,8.981193e-01,7.935868e-01,2.487344e-01,8.298539e-01,7.935868e-01,2.487344e-01,8.298539e-01,7.935868e-01,2.487344e-01,8.298539e-01,7.935868e-01,2.487344e-01,8.298539e-01,7.936246e-01,2.486825e-01,8.298751e-01,7.936246e-01,2.486825e-01,8.298751e-01,7.936246e-01,2.486825e-01,8.298751e-01,5.375605e-26,1.800000e-01,2.136501e+00,8.424988e-01
1.900000e-01,4.147335e-35,5.908261e-25,8.750125e-01,1.400315e-01,8.925672e-01,8.750125e-01,1.400315e-01,8.925672e-01,8.750125e-01,1.400315e-01,8.925672e-01,7.821204e-01,2.654577e-01,8.207695e-01,7.821204e-01,2.654577e-01,8.207695e-01,7.821204e-01,2.654577e-01,8.207695e-01,7.821204e-01,2.654577e-01,8.207695e-01,7.821603e-01,2.654020e-01,8.207916e-01,7.821603e-01,2.654020e-01,8.207916e-01,7.821603e-01,2.654020e-01,8.207916e-01,4.726608e-25,1.900000e-01,2.278131e+00,8.340170e-01
2.000000e-01,3.642985e-34,4.618681e-24,8.684316e-01,1.483252e-01,8.870268e-01,8.684316e-01,1.483252e-01,8.870268e-01,8.684316e-01,1.483252e-01,8.870268e-01,7.706543e-01,2.825412e-01,8.117248e-01,7.706543e-01,2.825412e-01,8.117248e-01,7.706543e-01,2.825412e-01,8.117248e-01,7.706543e-01,2.825412e-01,8.117248e-01,7.706961e-01,2.824817e-01,8.117478e-01,7.706961e-01,2.824817e-01,8.117478e-01,7.706961e-01,2.824817e-01,8.117478e-01,3.694945e-24,2.000000e-01,2.422586e+00,8.255642e-01
2.100000e-01,2.891891e-33,3.246709e-23,8.618502e-01,1.567216e-01,8.814980e-01,8.618502e-01,1.567216e-01,8.814980e-01,8.618502e-01,1.567216e-01,8.814980e-01,7.591883e-01,2.999947e-01,8.027198e-01,7.591883e-01,2.999947e-01,8.027198e-01,7.591883e-01,2.999947e-01,8.027198e-01,7.591883e-01,2.999947e-01,8.027198e-01,7.592321e-01,2.999312e-01,8.027437e-01,7.592321e-01,2.999312e-01,8.027437e-01,7.592321e-01,2.999312e-01,8.027437e-01,2.597367e-23,2.100000e-01,2.569938e+00,8.171405e-01
2.200000e-01,2.095825e-32,2.072415e-22,8.552683e-01,1.652224e-01,8.759808e-01,8.552683e-01,1.652224e-01,8.759808e-01,8.552683e-01,1.652224e-01,8.759808e-01,7.477225e-01,3.178281e-01,7.937544e-01,7.477225e-01,3.178281e-01,7.937544e-01,7.477225e-01,3.178281e-01,7.937544e-01,7.477225e-01,3.178281e-01,7.937544e-01,7.477683e-01,3.177605e-01,7.937792e-01,7.477683e-01,3.177605e-01,7.937792e-01,7.477683e-01,3.177605e-01,7.937792e-01,1.657932e-22,2.200000e-01,2.720261e+00,8.087458e-01
2.300000e-01,1.399085e-31,1.211413e-21,8.486859e-01,1.738293e-01,8.704752e-01,8.486859e-01,1.738293e-01,8.704752e-01,8.486859e-01,1.738293e-01,8.704752e-01,7.362570e-01,3.360518e-01,7.848285e-01,7.362570e-01,3.360518e-01,7.848285e-01,7.362570e-01,3.360518e-01,7.848285e-01,7.362570e-01,3.360518e-01,7.848285e-01,7.363047e-01,3.359800e-01,7.848541e-01,7.363047e-01,3.359800e-01,7.848541e-01,7.363047e-01,3.359800e-01,7.848541e-01,9.691306e-22,2.300000e-01,2.873635e+00,8.003801e-01
2.400000e-01,8.670999e-31,6.532704e-21,8.421030e-01,1.825439e-01,8.649813e-01,8.421030e-01,1.825439e-01,8.649813e-01,8.421030e-01,1.825439e-01,8.649813e-01,7.247917e-01,3.546764e-01,7.759419e-01,7.247917e-01,3.546764e-01,7.759419e-01,7.247917e-01,3.546764e-01,7.759419e-01,7.247917e-01,3.546764e-01,7.759419e-01,7.248414e-01,3.546003e-01,7.759684e-01,7.248414e-01,3.546003e-01,7.759684e-01,7.248414e-01,3.546003e-01,7.759684e-01,5.226164e-21,2.400000e-01,3.030138e+00,7.920431e-01
2.500000e-01,5.024336e-30,3.271058e-20,8.355194e-01,1.913680e-01,8.594990e-01,8.355194e-01,1.913680e-01,8.594990e-01,8.355194e-01,1.913680e-01,8.594990e-01,7.133267e-01,3.737131e-01,7.670945e-01,7.133267e-01,3.737131e-01,7.670945e-01,7.133267e-01,3.737131e-01,7.670945e-01,7.133267e-01,3.737131e-01,7.670945e-01,7.133783e-01,3.736326e-01,7.671218e-01,7.133783e-01,3.736326e-01,7.671218e-01,7.133783e-01,3.736326e-01,7.671218e-01,2.616846e-20,2.500000e-01,3.189854e+00,7.837349e-01
2.600000e-01,2.739112e-29,1.529520e-19,8.289352e-01,2.003035e-01,8.540283e-01,8.289352e-01,2.003035e-01,8.540283e-01,8.289352e-01,2.003035e-01,8.540283e-01,7.018620e-01,3.931736e-01,7.582859e-01,7.018620e-01,3.931736e-01,7.582859e-01,7.018620e-01,3.931736e-01,7.582859e-01,7.018620e-01,3.931736e-01,7.582859e-01,7.019155e-01,3.930885e-01,7.583140e-01,7.019155e-01,3.930885e-01,7.583140e-01,7.019155e-01,3.930885e-01,7.583140e-01,1.223616e-19,2.600000e-01,3.352870e+00,7.754550e-01
2.700000e-01,1.412965e-28,6.712582e-19,8.223502e-01,2.093521e-01,8.485692e-01,8.223502e-01,2.093521e-01,8.485692e-01,8.223502e-01,2.093521e-01,8.485692e-01,6.903976e-01,4.130698e-01,7.495159e-01,6.903976e-01,4.130698e-01,7.495159e-01,6.903976e-01,4.130698e-01,7.495159e-01,6.903976e-01,4.130698e-01,7.495159e-01,6.904529e-01,4.129801e-01,7.495448e-01,6.904529e-01,4.129801e-01,7.495448e-01,6.904529e-01,4.129801e-01,7.495448e-01,5.370065e-19,2.700000e-01,3.519276e+00,7.672033e-01
2.800000e-01,6.932257e-28,2.777445e-18,8.157646e-01,2.185158e-01,8.431216e-01,8.157646e-01,2.185158e-01,8.431216e-01,8.157646e-01,2.185158e-01,8.431216e-01,6.789336e-01,4.334142e-01,7.407842e-01,6.789336e-01,4.334142e-01,7.407842e-01,6.789336e-01,4.334142e-01,7.407842e-01,6.789336e-01,4.334142e-01,7.407842e-01,6.789907e-01,4.333199e-01,7.408138e-01,6.789907e-01,4.333199e-01,7.408138e-01,6.789907e-01,4.333199e-01,7.408138e-01,2.221956e-18,2.800000e-01,3.689164e+00,7.589795e-01
2.900000e-01,3.249773e-27,1.087853e-17,8.091781e-01,2.277965e-01,8.376855e-01,8.091781e-01,2.277965e-01,8.376855e-01,8.091781e-01,2.277965e-01,8.376855e-01,6.674698e-01,4.542201e-01,7.320903e-01,6.674698e-01,4.542201e-01,7.320903e-01,6.674698e-01,4.542201e-01,7.320903e-01,6.674698e-01,4.542201e-01,7.320903e-01,6.675287e-01,4.541209e-01,7.321206e-01,6.675287e-01,4.541209e-01,7.321206e-01,6.675287e-01,4.541209e-01,7.321206e-01,8.702825e-18,2.900000e-01,3.862633e+00,7.507833e-01
3.000000e-01,1.461741e-26,4.047921e-17,8.025909e-01,2.371962e-01,8.322609e-01,8.025909e-01,2.371962e-01,8.322609e-01,8.025909e-01,2.371962e-01,8.322609e-01,6.560065e-01,4.755010e-01,7.234338e-01,6.560065e-01,4.755010e-01,7.234338e-01,6.560065e-01,4.755010e-01,7.234338e-01,6.560065e-01,4.755010e-01,7.234338e-01,6.560672e-01,4.753968e-01,7.234647e-01,6.560672e-01,4.753968e-01,7.234647e-01,6.560672e-01,4.753968e-01,7.234647e-01,3.238337e-17,3.000000e-01,4.039783e+00,7.426141e-01
3.100000e-01,6.331747e-26,1.435632e-16,7.960027e-01,2.467169e-01,8.268477e-01,7.960027e-01,2.467169e-01,8.268477e-01,7.960027e-01,2.467169e-01,8.268477e-01,6.445435e-01,4.972711e-01,7.148142e-01,6.445435e-01,4.972711e-01,7.148142e-01,6.445435e-01,4.972711e-01,7.148142e-01,6.445435e-01,4.972711e-01,7.148142e-01,6.446059e-01,4.971619e-01,7.148457e-01,6.446059e-01,4.971619e-01,7.148457e-01,6.446059e-01,4.971619e-01,7.148457e-01,1.148505e-16,3.100000e-01,4.220721e+00,7.344717e-01
3.200000e-01,2.649717e-25,4.867209e-16,7.894136e-01,2.563607e-01,8.214458e-01,7.894136e-01,2.563607e-01,8.214458e-01,7.894136e-01,2.563607e-01,8.214458e-01,6.330810e-01,5.195454e-01,7.062309e-01,6.330810e-01,5.195454e-01,7.062309e-01,6.330810e-01,5.195454e-01,7.062309e-01,6.330810e-01,5.195454e-01,7.062309e-01,6.331451e-01,5.194310e-01,7.062630e-01,6.331451e-01,5.194310e-01,7.062630e-01,6.331451e-01,5.194310e-01,7.062630e-01,3.893767e-16,3.200000e-01,4.405557e+00,7.263554e-01
3.300000e-01,1.074171e-24,1.581612e-15,7.828234e-01,2.661297e-01,8.160552e-01,7.828234e-01,2.661297e-01,8.160552e-01,7.828234e-01,2.661297e-01,8.160552e-01,6.216189e-01,5.423394e-01,6.976832e-01,6.216189e-01,5.423394e-01,6.976832e-01,6.216189e-01,5.423394e-01,6.976832e-01,6.216189e-01,5.423394e-01,6.976832e-01,6.216847e-01,5.422198e-01,6.977158e-01,6.216847e-01,5.422198e-01,6.977158e-01,6.216847e-01,5.422198e-01,6.977158e-01,1.265289e-15,3.300000e-01,4.594406e+00,7.182647e-01
3.400000e-01,4.227772e-24,4.938041e-15,7.762323e-01,2.760262e-01,8.106758e-01,7.762323e-01,2.760262e-01,8.106758e-01,7.762323e-01,2.760262e-01,8.106758e-01,6.101573e-01,5.656695e-01,6.891704e-01,6.101573e-01,5.656695e-01,6.891704e-01,6.101573e-01,5.656695e-01,6.891704e-01,6.101573e-01,5.656695e-01,6.891704e-01,6.102247e-01,5.655445e-01,6.892036e-01,6.102247e-01,5.655445e-01,6.892036e-01,6.102247e-01,5.655445e-01,6.892036e-01,3.950433e-15,3.400000e-01,4.787390e+00,7.101991e-01
3.500000e-01,1.618367e-23,1.484580e-14,7.696400e-01,2.860522e-01,8.053075e-01,7.696400e-01,2.860522e-01,8.053075e-01,7.696400e-01,2.860522e-01,8.053075e-01,5.986962e-01,5.895529e-01,6.806919e-01,5.986962e-01,5.895529e-01,6.806919e-01,5.986962e-01,5.895529e-01,6.806919e-01,5.986962e-01,5.895529e-01,6.806919e-01,5.987651e-01,5.894224e-01,6.807255e-01,5.987651e-01,5.894224e-01,6.807255e-01,5.987651e-01,5.894224e-01,6.807255e-01,1.187664e-14,3.500000e-01,4.984635e+00,7.021577e-01
3.600000e-01,6.033205e-23,4.306486e-14,7.630465e-01,2.962103e-01,7.999502e-01,7.630465e-01,2.962103e-01,7.999502e-01,7.630465e-01,2.962103e-01,7.999502e-01,5.872356e-01,6.140075e-01,6.722466e-01,5.872356e-01,6.140075e-01,6.722466e-01,5.872356e-01,6.140075e-01,6.722466e-01,5.872356e-01,6.140075e-01,6.722466e-01,5.873061e-01,6.138714e-01,6.722808e-01,5.873061e-01,6.138714e-01,6.722808e-01,5.873061e-01,6.138714e-01,6.722808e-01,3.445189e-14,3.600000e-01,5.186275e+00,6.941398e-01
3.700000e-01,2.192513e-22,1.207580e-13,7.564518e-01,3.065027e-01,7.946038e-01,7.564518e-01,3.065027e-01,7.946038e-01,7.564518e-01,3.065027e-01,7.946038e-01,5.757755e-01,6.390523e-01,6.638338e-01,5.757755e-01,6.390523e-01,6.638338e-01,5.757755e-01,6.390523e-01,6.638338e-01,5.757755e-01,6.390523e-01,6.638338e-01,5.758475e-01,6.389105e-01,6.638683e-01,5.758475e-01,6.389105e-01,6.638683e-01,5.758475e-01,6.389105e-01,6.638683e-01,9.660641e-14,3.700000e-01,5.392449e+00,6.861447e-01
3.800000e-01,7.772202e-22,3.278834e-13,7.498558e-01,3.169318e-01,7.892682e-01,7.498558e-01,3.169318e-01,7.892682e-01,7.498558e-01,3.169318e-01,7.892682e-01,5.643160e-01,6.647073e-01,6.554523e-01,5.643160e-01,6.647073e-01,6.554523e-01,5.643160e-01,6.647073e-01,6.554523e-01,5.643160e-01,6.647073e-01,6.554523e-01,5.643895e-01,6.645598e-01,6.554873e-01,5.643895e-01,6.645598e-01,6.554873e-01,5.643895e-01,6.645598e-01,6.554873e-01,2.623067e-13,3.800000e-01,5.603304e+00,6.781713e-01
3.900000e-01,2.688679e-21,8.633986e-13,7.432584e-01,3.275003e-01,7.839433e-01,7.432584e-01,3.275003e-01,7.839433e-01,7.432584e-01,3.275003e-01,7.839433e-01,5.528572e-01,6.909937e-01,6.471011e-01,5.528572e-01,6.909937e-01,6.471011e-01,5.528572e-01,6.909937e-01,6.471011e-01,5.528572e-01,6.909937e-01,6.471011e-01,5.529321e-01,6.908403e-01,6.471364e-01,5.529321e-01,6.908403e-01,6.471364e-01,5.529321e-01,6.908403e-01,6.471364e-01,6.907188e-13,3.900000e-01,5.818997e+00,6.702186e-01
4.000000e-01,9.079087e-21,2.208089e-12,7.366595e-01,3.382106e-01,7.786289e-01,7.366595e-01,3.382106e-01,7.786289e-01,7.366595e-01,3.382106e-01,7.786289e-01,5.413990e-01,7.179337e-01,6.387790e-01,5.413990e-01,7.179337e-01,6.387790e-01,5.413990e-01,7.179337e-01,6.387790e-01,5.413990e-01,7.179337e-01,6.387790e-01,5.414752e-01,7.177744e-01,6.388147e-01,5.414752e-01,7.177744e-01,6.388147e-01,5.414752e-01,7.177744e-01,6.388147e-01,1.766471e-12,4.000000e-01,6.039690e+00,6.622857e-01
4.100000e-01,2.993137e-20,5.491764e-12,7.300591e-01,3.490654e-01,7.733248e-01,7.300591e-01,3.490654e-01,7.733248e-01,7.300591e-01,3.490654e-01,7.733248e-01,5.299415e-01,7.455510e-01,6.304847e-01,5.299415e-01,7.455510e-01,6.304847e-01,5.299415e-01,7.455510e-01,6.304847e-01,5.299415e-01,7.455510e-01,6.304847e-01,5.300190e-01,7.453856e-01,6.305206e-01,5.300190e-01,7.453856e-01,6.305206e-01,5.300190e-01,7.453856e-01,6.305206e-01,4.393411e-12,4.100000e-01,6.265557e+00,6.543712e-01
4.200000e-01,9.634853e-20,1.329936e-11,7.234570e-01,3.600675e-01,7.680310e-01,7.234570e-01,3.600675e-01,7.680310e-01,7.234570e-01,3.600675e-01,7.680310e-01,5.184847e-01,7.738707e-01,6.222168e-01,5.184847e-01,7.738707e-01,6.222168e-01,5.184847e-01,7.738707e-01,6.222168e-01,5.184847e-01,7.738707e-01,6.222168e-01,5.185634e-01,7.736991e-01,6.222529e-01,5.185634e-01,7.736991e-01,6.222529e-01,5.185634e-01,7.736991e-01,6.222529e-01,1.063949e-11,4.200000e-01,6.496783e+00,6.464738e-01
4.300000e-01,3.028631e-19,3.139545e-11,7.168533e-01,3.712197e-01,7.627472e-01,7.168533e-01,3.712197e-01,7.627472e-01,7.168533e-01,3.712197e-01,7.627472e-01,5.070286e-01,8.029194e-01,6.139737e-01,5.070286e-01,8.029194e-01,6.139737e-01,5.070286e-01,8.029194e-01,6.139737e-01,5.070286e-01,8.029194e-01,6.139737e-01,5.071086e-01,8.027416e-01,6.140101e-01,5.071086e-01,8.027416e-01,6.140101e-01,5.071086e-01,8.027416e-01,6.140101e-01,2.511636e-11,4.300000e-01,6.733561e+00,6.385922e-01
4.400000e-01,9.297936e-19,7.232321e-11,7.102477e-01,3.825249e-01,7.574732e-01,7.102477e-01,3.825249e-01,7.574732e-01,7.102477e-01,3.825249e-01,7.574732e-01,4.955734e-01,8.327255e-01,6.057538e-01,4.955734e-01,8.327255e-01,6.057538e-01,4.955734e-01,8.327255e-01,6.057538e-01,4.955734e-01,8.327255e-01,6.057538e-01,4.956545e-01,8.325414e-01,6.057903e-01,4.956545e-01,8.325414e-01,6.057903e-01,4.956545e-01,8.325414e-01,6.057903e-01,5.785857e-11,4.400000e-01,6.976101e+00,6.307248e-01
4.500000e-01,2.788274e-18,1.627379e-10,7.036402e-01,3.939860e-01,7.522088e-01,7.036402e-01,3.939860e-01,7.522088e-01,7.036402e-01,3.939860e-01,7.522088e-01,4.841190e-01,8.633194e-01,5.975552e-01,4.841190e-01,8.633194e-01,5.975552e-01,4.841190e-01,8.633194e-01,5.975552e-01,4.841190e-01,8.633194e-01,5.975552e-01,4.842011e-01,8.631289e-01,5.975919e-01,4.842011e-01,8.631289e-01,5.975919e-01,4.842011e-01,8.631289e-01,5.975919e-01,1.301903e-10,4.500000e-01,7.224622e+00,6.228699e-01
4.600000e-01,8.169209e-18,3.580095e-10,6.970308e-01,4.056064e-01,7.469539e-01,6.970308e-01,4.056064e-01,7.469539e-01,6.970308e-01,4.056064e-01,7.469539e-01,4.726655e-01,8.947334e-01,5.893761e-01,4.726655e-01,8.947334e-01,5.893761e-01,4.726655e-01,8.947334e-01,5.893761e-01,4.726655e-01,8.947334e-01,5.893761e-01,4.727486e-01,8.945365e-01,5.894129e-01,4.727486e-01,8.945365e-01,5.894129e-01,4.727486e-01,8.945365e-01,5.894129e-01,2.864076e-10,4.600000e-01,7.479362e+00,6.150257e-01
