rho,betak1,betak2,psii1,Li1,gammai1,psii2,Li2,gammai2,psii3,Li3,gammai3,psii4,Li4,gammai4,psii5,Li5,gammai5,psii6,Li6,gammai6,psii7,Li7,gammai7,psii8,Li8,gammai8,psii9,Li9,gammai9,psii10,Li10,gammai10,beta,eta,L,gamma
1.050000e+00,4.279632e-04,1.692584e-01,3.022068e-01,1.589590e+00,4.389769e-01,3.022068e-01,1.589590e+00,4.389769e-01,3.022068e-01,1.589590e+00,4.389769e-01,2.290861e-03,5.326773e+00,1.873008e-01,2.290861e-03,5.326773e+00,1.873008e-01,2.290861e-03,5.326773e+00,1.873008e-01,2.290861e-03,5.326773e+00,1.873008e-01,2.295055e-03,5.326523e+00,1.873089e-01,2.295055e-03,5.326523e+00,1.873089e-01,2.295055e-03,5.326523e+00,1.873089e-01,1.354923e-01,9.077331e-01,4.205543e+01,2.158421e-01
1.060000e+00,5.038982e-04,1.768671e-01,2.957020e-01,1.623298e+00,4.338685e-01,2.957020e-01,1.623298e+00,4.338685e-01,2.957020e-01,1.623298e+00,4.338685e-01,1.969090e-03,5.358088e+00,1.862662e-01,1.969090e-03,5.358088e+00,1.862662e-01,1.969090e-03,5.358088e+00,1.862662e-01,1.969090e-03,5.358088e+00,1.862662e-01,1.972936e-03,5.357826e+00,1.862746e-01,1.972936e-03,5.357826e+00,1.862746e-01,1.972936e-03,5.357826e+00,1.862746e-01,1.415944e-01,9.099099e-01,4.237573e+01,2.147243e-01
1.070000e+00,5.907046e-04,1.843784e-01,2.892205e-01,1.657684e+00,4.287788e-01,2.892205e-01,1.657684e+00,4.287788e-01,2.892205e-01,1.657684e+00,4.287788e-01,1.695819e-03,5.386995e+00,1.853175e-01,1.695819e-03,5.386995e+00,1.853175e-01,1.695819e-03,5.386995e+00,1.853175e-01,1.695819e-03,5.386995e+00,1.853175e-01,1.699355e-03,5.386719e+00,1.853263e-01,1.699355e-03,5.386719e+00,1.853263e-01,1.699355e-03,5.386719e+00,1.853263e-01,1.476208e-01,9.120457e-01,4.268119e+01,2.136880e-01
1.080000e+00,6.895730e-04,1.917889e-01,2.827641e-01,1.692755e+00,4.237093e-01,2.827641e-01,1.692755e+00,4.237093e-01,2.827641e-01,1.692755e+00,4.237093e-01,1.463403e-03,5.413720e+00,1.844456e-01,1.463403e-03,5.413720e+00,1.844456e-01,1.463403e-03,5.413720e+00,1.844456e-01,1.463403e-03,5.413720e+00,1.844456e-01,1.466664e-03,5.413429e+00,1.844549e-01,1.466664e-03,5.413429e+00,1.844549e-01,1.466664e-03,5.413429e+00,1.844549e-01,1.535691e-01,9.141454e-01,4.297343e+01,2.127234e-01
1.090000e+00,8.017797e-04,1.990966e-01,2.763345e-01,1.728520e+00,4.186619e-01,2.763345e-01,1.728520e+00,4.186619e-01,2.763345e-01,1.728520e+00,4.186619e-01,1.265424e-03,5.438469e+00,1.836426e-01,1.265424e-03,5.438469e+00,1.836426e-01,1.265424e-03,5.438469e+00,1.836426e-01,1.265424e-03,5.438469e+00,1.836426e-01,1.268440e-03,5.438161e+00,1.836524e-01,1.268440e-03,5.438161e+00,1.836524e-01,1.268440e-03,5.438161e+00,1.836524e-01,1.594377e-01,9.162129e-01,4.325392e+01,2.118219e-01
1.100000e+00,9.286874e-04,2.063002e-01,2.699338e-01,1.764986e+00,4.136384e-01,2.699338e-01,1.764986e+00,4.136384e-01,2.699338e-01,1.764986e+00,4.136384e-01,1.096494e-03,5.461428e+00,1.829015e-01,1.096494e-03,5.461428e+00,1.829015e-01,1.096494e-03,5.461428e+00,1.829015e-01,1.096494e-03,5.461428e+00,1.829015e-01,1.099292e-03,5.461102e+00,1.829119e-01,1.099292e-03,5.461102e+00,1.829119e-01,1.099292e-03,5.461102e+00,1.829119e-01,1.652259e-01,9.182515e-01,4.352398e+01,2.109760e-01
1.110000e+00,1.071746e-03,2.133993e-01,2.635641e-01,1.802159e+00,4.086410e-01,2.635641e-01,1.802159e+00,4.086410e-01,2.635641e-01,1.802159e+00,4.086410e-01,9.520942e-04,5.482762e+00,1.822162e-01,9.520942e-04,5.482762e+00,1.822162e-01,9.520942e-04,5.482762e+00,1.822162e-01,9.520942e-04,5.482762e+00,1.822162e-01,9.546962e-04,5.482416e+00,1.822272e-01,9.546962e-04,5.482416e+00,1.822272e-01,9.546962e-04,5.482416e+00,1.822272e-01,1.709338e-01,9.202635e-01,4.378478e+01,2.101789e-01
1.120000e+00,1.232489e-03,2.203938e-01,2.572276e-01,1.840040e+00,4.036719e-01,2.572276e-01,1.840040e+00,4.036719e-01,2.572276e-01,1.840040e+00,4.036719e-01,8.284327e-04,5.502622e+00,1.815810e-01,8.284327e-04,5.502622e+00,1.815810e-01,8.284327e-04,5.502622e+00,1.815810e-01,8.284327e-04,5.502622e+00,1.815810e-01,8.308595e-04,5.502255e+00,1.815927e-01,8.308595e-04,5.502255e+00,1.815927e-01,8.308595e-04,5.502255e+00,1.815927e-01,1.765615e-01,9.222511e-01,4.403737e+01,2.094246e-01
1.130000e+00,1.412539e-03,2.272844e-01,2.509267e-01,1.878632e+00,3.987333e-01,2.509267e-01,1.878632e+00,3.987333e-01,2.509267e-01,1.878632e+00,3.987333e-01,7.223289e-04,5.521141e+00,1.809911e-01,7.223289e-04,5.521141e+00,1.809911e-01,7.223289e-04,5.521141e+00,1.809911e-01,7.223289e-04,5.521141e+00,1.809911e-01,7.245983e-04,5.520751e+00,1.810035e-01,7.245983e-04,5.520751e+00,1.810035e-01,7.245983e-04,5.520751e+00,1.810035e-01,1.821100e-01,9.242157e-01,4.428271e+01,2.087080e-01
1.140000e+00,1.613596e-03,2.340721e-01,2.446641e-01,1.917935e+00,3.938277e-01,2.446641e-01,1.917935e+00,3.938277e-01,2.446641e-01,1.917935e+00,3.938277e-01,6.311122e-04,5.538441e+00,1.804423e-01,6.311122e-04,5.538441e+00,1.804423e-01,6.311122e-04,5.538441e+00,1.804423e-01,6.311122e-04,5.538441e+00,1.804423e-01,6.332398e-04,5.538025e+00,1.804555e-01,6.332398e-04,5.538025e+00,1.804555e-01,6.332398e-04,5.538025e+00,1.804555e-01,1.875804e-01,9.261584e-01,4.452164e+01,2.080243e-01
1.150000e+00,1.837442e-03,2.407581e-01,2.384424e-01,1.957945e+00,3.889576e-01,2.384424e-01,1.957945e+00,3.889576e-01,2.384424e-01,1.957945e+00,3.889576e-01,5.525384e-04,5.554628e+00,1.799306e-01,5.525384e-04,5.554628e+00,1.799306e-01,5.525384e-04,5.554628e+00,1.799306e-01,5.525384e-04,5.554628e+00,1.799306e-01,5.545379e-04,5.554185e+00,1.799446e-01,5.545379e-04,5.554185e+00,1.799446e-01,5.545379e-04,5.554185e+00,1.799446e-01,1.929740e-01,9.280799e-01,4.475490e+01,2.073695e-01
1.160000e+00,2.085930e-03,2.473440e-01,2.322644e-01,1.998657e+00,3.841257e-01,2.322644e-01,1.998657e+00,3.841257e-01,2.322644e-01,1.998657e+00,3.841257e-01,4.847202e-04,5.569800e+00,1.794526e-01,4.847202e-04,5.569800e+00,1.794526e-01,4.847202e-04,5.569800e+00,1.794526e-01,4.847202e-04,5.569800e+00,1.794526e-01,4.866036e-04,5.569328e+00,1.794675e-01,4.866036e-04,5.569328e+00,1.794675e-01,4.866036e-04,5.569328e+00,1.794675e-01,1.982924e-01,9.299808e-01,4.498315e+01,2.067398e-01
1.170000e+00,2.360985e-03,2.538315e-01,2.261331e-01,2.040065e+00,3.793344e-01,2.261331e-01,2.040065e+00,3.793344e-01,2.261331e-01,2.040065e+00,3.793344e-01,4.260679e-04,5.584044e+00,1.790054e-01,4.260679e-04,5.584044e+00,1.790054e-01,4.260679e-04,5.584044e+00,1.790054e-01,4.260679e-04,5.584044e+00,1.790054e-01,4.278459e-04,5.583542e+00,1.790212e-01,4.278459e-04,5.583542e+00,1.790212e-01,4.278459e-04,5.583542e+00,1.790212e-01,2.035374e-01,9.318613e-01,4.520699e+01,2.061321e-01
1.180000e+00,2.664592e-03,2.602222e-01,2.200515e-01,2.082158e+00,3.745866e-01,2.200515e-01,2.082158e+00,3.745866e-01,2.200515e-01,2.082158e+00,3.745866e-01,3.752413e-04,5.597438e+00,1.785861e-01,3.752413e-04,5.597438e+00,1.785861e-01,3.752413e-04,5.597438e+00,1.785861e-01,3.752413e-04,5.597438e+00,1.785861e-01,3.769232e-04,5.596904e+00,1.786029e-01,3.769232e-04,5.596904e+00,1.786029e-01,3.769232e-04,5.596904e+00,1.786029e-01,2.087107e-01,9.337214e-01,4.542694e+01,2.055435e-01
1.190000e+00,2.998793e-03,2.665182e-01,2.140227e-01,2.124924e+00,3.698849e-01,2.140227e-01,2.124924e+00,3.698849e-01,2.140227e-01,2.124924e+00,3.698849e-01,3.311083e-04,5.610053e+00,1.781924e-01,3.311083e-04,5.610053e+00,1.781924e-01,3.311083e-04,5.610053e+00,1.781924e-01,3.311083e-04,5.610053e+00,1.781924e-01,3.327024e-04,5.609484e+00,1.782102e-01,3.327024e-04,5.609484e+00,1.782102e-01,3.327024e-04,5.609484e+00,1.782102e-01,2.138144e-01,9.355609e-01,4.564344e+01,2.049716e-01
1.200000e+00,3.365675e-03,2.727214e-01,2.080500e-01,2.168348e+00,3.652319e-01,2.080500e-01,2.168348e+00,3.652319e-01,2.080500e-01,2.168348e+00,3.652319e-01,2.927116e-04,5.621952e+00,1.778221e-01,2.927116e-04,5.621952e+00,1.778221e-01,2.927116e-04,5.621952e+00,1.778221e-01,2.927116e-04,5.621952e+00,1.778221e-01,2.942254e-04,5.621347e+00,1.778410e-01,2.942254e-04,5.621347e+00,1.778410e-01,2.942254e-04,5.621347e+00,1.778410e-01,2.188503e-01,9.373796e-01,4.585690e+01,2.044141e-01
1.210000e+00,3.767361e-03,2.788338e-01,2.021366e-01,2.212413e+00,3.606304e-01,2.021366e-01,2.212413e+00,3.606304e-01,2.021366e-01,2.212413e+00,3.606304e-01,2.592403e-04,5.633193e+00,1.774732e-01,2.592403e-04,5.633193e+00,1.774732e-01,2.592403e-04,5.633193e+00,1.774732e-01,2.592403e-04,5.633193e+00,1.774732e-01,2.606802e-04,5.632549e+00,1.774932e-01,2.606802e-04,5.632549e+00,1.774932e-01,2.606802e-04,5.632549e+00,1.774932e-01,2.238206e-01,9.391771e-01,4.606766e+01,2.038691e-01
1.220000e+00,4.206003e-03,2.848575e-01,1.962858e-01,2.257099e+00,3.560829e-01,1.962858e-01,2.257099e+00,3.560829e-01,1.962858e-01,2.257099e+00,3.560829e-01,2.300061e-04,5.643827e+00,1.771440e-01,2.300061e-04,5.643827e+00,1.771440e-01,2.300061e-04,5.643827e+00,1.771440e-01,2.300061e-04,5.643827e+00,1.771440e-01,2.313780e-04,5.643143e+00,1.771652e-01,2.313780e-04,5.643143e+00,1.771652e-01,2.313780e-04,5.643143e+00,1.771652e-01,2.287272e-01,9.409529e-01,4.627603e+01,2.033348e-01
1.230000e+00,4.683765e-03,2.907943e-01,1.905009e-01,2.302381e+00,3.515921e-01,1.905009e-01,2.302381e+00,3.515921e-01,1.905009e-01,2.302381e+00,3.515921e-01,2.044239e-04,5.653901e+00,1.768329e-01,2.044239e-04,5.653901e+00,1.768329e-01,2.044239e-04,5.653901e+00,1.768329e-01,2.044239e-04,5.653901e+00,1.768329e-01,2.057330e-04,5.653174e+00,1.768554e-01,2.057330e-04,5.653174e+00,1.768554e-01,2.057330e-04,5.653174e+00,1.768554e-01,2.335722e-01,9.427062e-01,4.648227e+01,2.028099e-01
1.240000e+00,5.202817e-03,2.966463e-01,1.847855e-01,2.348235e+00,3.471605e-01,1.847855e-01,2.348235e+00,3.471605e-01,1.847855e-01,2.348235e+00,3.471605e-01,1.819956e-04,5.663457e+00,1.765385e-01,1.819956e-04,5.663457e+00,1.765385e-01,1.819956e-04,5.663457e+00,1.765385e-01,1.819956e-04,5.663457e+00,1.765385e-01,1.832466e-04,5.662685e+00,1.765623e-01,1.832466e-04,5.662685e+00,1.765623e-01,1.832466e-04,5.662685e+00,1.765623e-01,2.383576e-01,9.444366e-01,4.668659e+01,2.022929e-01
1.250000e+00,5.765317e-03,3.024155e-01,1.791428e-01,2.394633e+00,3.427904e-01,1.791428e-01,2.394633e+00,3.427904e-01,1.791428e-01,2.394633e+00,3.427904e-01,1.622961e-04,5.672534e+00,1.762595e-01,1.622961e-04,5.672534e+00,1.762595e-01,1.622961e-04,5.672534e+00,1.762595e-01,1.622961e-04,5.672534e+00,1.762595e-01,1.634930e-04,5.671714e+00,1.762847e-01,1.634930e-04,5.671714e+00,1.762847e-01,1.634930e-04,5.671714e+00,1.762847e-01,2.430854e-01,9.461432e-01,4.688918e+01,2.017829e-01
1.260000e+00,6.373400e-03,3.081038e-01,1.735762e-01,2.441543e+00,3.384842e-01,1.735762e-01,2.441543e+00,3.384842e-01,1.735762e-01,2.441543e+00,3.384842e-01,1.449622e-04,5.681165e+00,1.759947e-01,1.449622e-04,5.681165e+00,1.759947e-01,1.449622e-04,5.681165e+00,1.759947e-01,1.449622e-04,5.681165e+00,1.759947e-01,1.461088e-04,5.680297e+00,1.760214e-01,1.461088e-04,5.680297e+00,1.760214e-01,1.461088e-04,5.680297e+00,1.760214e-01,2.477577e-01,9.478253e-01,4.709018e+01,2.012788e-01
1.270000e+00,7.029166e-03,3.137130e-01,1.680891e-01,2.488932e+00,3.342441e-01,1.680891e-01,2.488932e+00,3.342441e-01,1.680891e-01,2.488932e+00,3.342441e-01,1.296827e-04,5.689384e+00,1.757432e-01,1.296827e-04,5.689384e+00,1.757432e-01,1.296827e-04,5.689384e+00,1.757432e-01,1.296827e-04,5.689384e+00,1.757432e-01,1.307824e-04,5.688464e+00,1.757714e-01,1.307824e-04,5.688464e+00,1.757714e-01,1.307824e-04,5.688464e+00,1.757714e-01,2.523762e-01,9.494822e-01,4.728972e+01,2.007798e-01
1.280000e+00,7.734664e-03,3.192451e-01,1.626845e-01,2.536765e+00,3.300721e-01,1.626845e-01,2.536765e+00,3.300721e-01,1.626845e-01,2.536765e+00,3.300721e-01,1.161910e-04,5.697218e+00,1.755039e-01,1.161910e-04,5.697218e+00,1.755039e-01,1.161910e-04,5.697218e+00,1.755039e-01,1.161910e-04,5.697218e+00,1.755039e-01,1.172466e-04,5.696245e+00,1.755337e-01,1.172466e-04,5.696245e+00,1.755337e-01,1.172466e-04,5.696245e+00,1.755337e-01,2.569430e-01,9.511130e-01,4.748790e+01,2.002853e-01
1.290000e+00,8.491878e-03,3.247017e-01,1.573659e-01,2.585003e+00,3.259702e-01,1.573659e-01,2.585003e+00,3.259702e-01,1.573659e-01,2.585003e+00,3.259702e-01,1.042575e-04,5.704695e+00,1.752759e-01,1.042575e-04,5.704695e+00,1.752759e-01,1.042575e-04,5.704695e+00,1.752759e-01,1.042575e-04,5.704695e+00,1.752759e-01,1.052719e-04,5.703665e+00,1.753074e-01,1.052719e-04,5.703665e+00,1.753074e-01,1.052719e-04,5.703665e+00,1.753074e-01,2.614597e-01,9.527169e-01,4.768478e+01,1.997947e-01
1.300000e+00,9.302713e-03,3.300846e-01,1.521362e-01,2.633606e+00,3.219402e-01,1.521362e-01,2.633606e+00,3.219402e-01,1.521362e-01,2.633606e+00,3.219402e-01,9.368497e-05,5.711837e+00,1.750586e-01,9.368497e-05,5.711837e+00,1.750586e-01,9.368497e-05,5.711837e+00,1.750586e-01,9.368497e-05,5.711837e+00,1.750586e-01,9.466052e-05,5.710750e+00,1.750918e-01,9.466052e-05,5.710750e+00,1.750918e-01,9.466052e-05,5.710750e+00,1.750918e-01,2.659282e-01,9.542933e-01,4.788042e+01,1.993076e-01
1.310000e+00,1.016898e-02,3.353955e-01,1.469983e-01,2.682533e+00,3.179837e-01,1.469983e-01,2.682533e+00,3.179837e-01,1.469983e-01,2.682533e+00,3.179837e-01,8.430299e-05,5.718667e+00,1.748512e-01,8.430299e-05,5.718667e+00,1.748512e-01,8.430299e-05,5.718667e+00,1.748512e-01,8.430299e-05,5.718667e+00,1.748512e-01,8.524192e-05,5.717520e+00,1.748861e-01,8.524192e-05,5.717520e+00,1.748861e-01,8.524192e-05,5.717520e+00,1.748861e-01,2.703502e-01,9.558412e-01,4.807483e+01,1.988236e-01
1.320000e+00,1.109240e-02,3.406360e-01,1.419552e-01,2.731739e+00,3.141021e-01,1.419552e-01,2.731739e+00,3.141021e-01,1.419552e-01,2.731739e+00,3.141021e-01,7.596438e-05,5.725205e+00,1.746530e-01,7.596438e-05,5.725205e+00,1.746530e-01,7.596438e-05,5.725205e+00,1.746530e-01,7.596438e-05,5.725205e+00,1.746530e-01,7.686872e-05,5.723997e+00,1.746897e-01,7.686872e-05,5.723997e+00,1.746897e-01,7.686872e-05,5.723997e+00,1.746897e-01,2.747273e-01,9.573600e-01,4.826803e+01,1.983425e-01
1.330000e+00,1.207456e-02,3.458075e-01,1.370094e-01,2.781179e+00,3.102967e-01,1.370094e-01,2.781179e+00,3.102967e-01,1.370094e-01,2.781179e+00,3.102967e-01,6.854175e-05,5.731469e+00,1.744634e-01,6.854175e-05,5.731469e+00,1.744634e-01,6.854175e-05,5.731469e+00,1.744634e-01,6.854175e-05,5.731469e+00,1.744634e-01,6.941332e-05,5.730198e+00,1.745019e-01,6.941332e-05,5.730198e+00,1.745019e-01,6.941332e-05,5.730198e+00,1.745019e-01,2.790610e-01,9.588489e-01,4.846001e+01,1.978640e-01
1.340000e+00,1.311691e-02,3.509117e-01,1.321635e-01,2.830806e+00,3.065687e-01,1.321635e-01,2.830806e+00,3.065687e-01,1.321635e-01,2.830806e+00,3.065687e-01,6.192458e-05,5.737477e+00,1.742818e-01,6.192458e-05,5.737477e+00,1.742818e-01,6.192458e-05,5.737477e+00,1.742818e-01,6.192458e-05,5.737477e+00,1.742818e-01,6.276505e-05,5.736140e+00,1.743223e-01,6.276505e-05,5.736140e+00,1.743223e-01,6.276505e-05,5.736140e+00,1.743223e-01,2.833527e-01,9.603073e-01,4.865074e+01,1.973880e-01
1.350000e+00,1.422080e-02,3.559498e-01,1.274198e-01,2.880573e+00,3.029189e-01,1.274198e-01,2.880573e+00,3.029189e-01,1.274198e-01,2.880573e+00,3.029189e-01,5.601687e-05,5.743243e+00,1.741079e-01,5.601687e-05,5.743243e+00,1.741079e-01,5.601687e-05,5.743243e+00,1.741079e-01,5.601687e-05,5.743243e+00,1.741079e-01,5.682776e-05,5.741839e+00,1.741503e-01,5.682776e-05,5.741839e+00,1.741503e-01,5.682776e-05,5.741839e+00,1.741503e-01,2.876040e-01,9.617346e-01,4.884021e+01,1.969145e-01
1.360000e+00,1.538738e-02,3.609232e-01,1.227804e-01,2.930432e+00,2.993482e-01,1.227804e-01,2.930432e+00,2.993482e-01,1.227804e-01,2.930432e+00,2.993482e-01,5.073506e-05,5.748783e+00,1.739410e-01,5.073506e-05,5.748783e+00,1.739410e-01,5.073506e-05,5.748783e+00,1.739410e-01,5.073506e-05,5.748783e+00,1.739410e-01,5.151778e-05,5.747309e+00,1.739855e-01,5.151778e-05,5.747309e+00,1.739855e-01,5.151778e-05,5.747309e+00,1.739855e-01,2.918161e-01,9.631301e-01,4.902835e+01,1.964435e-01
1.370000e+00,1.661768e-02,3.658333e-01,1.182471e-01,2.980333e+00,2.958572e-01,1.182471e-01,2.980333e+00,2.958572e-01,1.182471e-01,2.980333e+00,2.958572e-01,4.600631e-05,5.754108e+00,1.737809e-01,4.600631e-05,5.754108e+00,1.737809e-01,4.600631e-05,5.754108e+00,1.737809e-01,4.600631e-05,5.754108e+00,1.737809e-01,4.676214e-05,5.752564e+00,1.738274e-01,4.676214e-05,5.752564e+00,1.738274e-01,4.676214e-05,5.752564e+00,1.738274e-01,2.959902e-01,9.644934e-01,4.921512e+01,1.959750e-01
1.380000e+00,1.791255e-02,3.706813e-01,1.138217e-01,3.030228e+00,2.924461e-01,1.138217e-01,3.030228e+00,2.924461e-01,1.138217e-01,3.030228e+00,2.924461e-01,4.176701e-05,5.759232e+00,1.736270e-01,4.176701e-05,5.759232e+00,1.736270e-01,4.176701e-05,5.759232e+00,1.736270e-01,4.176701e-05,5.759232e+00,1.736270e-01,4.249713e-05,5.757615e+00,1.736756e-01,4.249713e-05,5.757615e+00,1.736756e-01,4.249713e-05,5.757615e+00,1.736756e-01,3.001275e-01,9.658240e-01,4.940046e+01,1.955091e-01
1.390000e+00,1.927268e-02,3.754682e-01,1.095056e-01,3.080066e+00,2.891154e-01,1.095056e-01,3.080066e+00,2.891154e-01,1.095056e-01,3.080066e+00,2.891154e-01,3.796151e-05,5.764165e+00,1.734791e-01,3.796151e-05,5.764165e+00,1.734791e-01,3.796151e-05,5.764165e+00,1.734791e-01,3.796151e-05,5.764165e+00,1.734791e-01,3.866703e-05,5.762475e+00,1.735298e-01,3.866703e-05,5.762475e+00,1.735298e-01,3.866703e-05,5.762475e+00,1.735298e-01,3.042291e-01,9.671215e-01,4.958429e+01,1.950460e-01
1.400000e+00,2.069857e-02,3.801953e-01,1.052999e-01,3.129800e+00,2.858650e-01,1.052999e-01,3.129800e+00,2.858650e-01,1.052999e-01,3.129800e+00,2.858650e-01,3.454107e-05,5.768919e+00,1.733367e-01,3.454107e-05,5.768919e+00,1.733367e-01,3.454107e-05,5.768919e+00,1.733367e-01,3.454107e-05,5.768919e+00,1.733367e-01,3.522299e-05,5.767153e+00,1.733897e-01,3.522299e-05,5.767153e+00,1.733897e-01,3.522299e-05,5.767153e+00,1.733897e-01,3.082960e-01,9.683856e-01,4.976653e+01,1.945857e-01
1.410000e+00,2.219055e-02,3.848636e-01,1.012057e-01,3.179380e+00,2.826948e-01,1.012057e-01,3.179380e+00,2.826948e-01,1.012057e-01,3.179380e+00,2.826948e-01,3.146290e-05,5.773502e+00,1.731997e-01,3.146290e-05,5.773502e+00,1.731997e-01,3.146290e-05,5.773502e+00,1.731997e-01,3.146290e-05,5.773502e+00,1.731997e-01,3.212217e-05,5.771660e+00,1.732548e-01,3.212217e-05,5.771660e+00,1.732548e-01,3.212217e-05,5.771660e+00,1.732548e-01,3.123290e-01,9.696161e-01,4.994713e+01,1.941285e-01
1.420000e+00,2.374878e-02,3.894742e-01,9.722361e-02,3.228759e+00,2.796047e-01,9.722361e-02,3.228759e+00,2.796047e-01,9.722361e-02,3.228759e+00,2.796047e-01,2.868940e-05,5.777923e+00,1.730676e-01,2.868940e-05,5.777923e+00,1.730676e-01,2.868940e-05,5.777923e+00,1.730676e-01,2.868940e-05,5.777923e+00,1.730676e-01,2.932690e-05,5.776004e+00,1.731250e-01,2.932690e-05,5.776004e+00,1.731250e-01,2.932690e-05,5.776004e+00,1.731250e-01,3.163291e-01,9.708126e-01,5.012598e+01,1.936745e-01
1.430000e+00,2.537324e-02,3.940280e-01,9.335410e-02,3.277891e+00,2.765943e-01,9.335410e-02,3.277891e+00,2.765943e-01,9.335410e-02,3.277891e+00,2.765943e-01,2.618747e-05,5.782192e+00,1.729403e-01,2.618747e-05,5.782192e+00,1.729403e-01,2.618747e-05,5.782192e+00,1.729403e-01,2.618747e-05,5.782192e+00,1.729403e-01,2.680401e-05,5.780193e+00,1.730000e-01,2.680401e-05,5.780193e+00,1.730000e-01,2.680401e-05,5.780193e+00,1.730000e-01,3.202970e-01,9.719753e-01,5.030302e+01,1.932240e-01
1.440000e+00,2.706372e-02,3.985259e-01,8.959738e-02,3.326729e+00,2.736630e-01,8.959738e-02,3.326729e+00,2.736630e-01,8.959738e-02,3.326729e+00,2.736630e-01,2.392791e-05,5.786314e+00,1.728174e-01,2.392791e-05,5.786314e+00,1.728174e-01,2.392791e-05,5.786314e+00,1.728174e-01,2.392791e-05,5.786314e+00,1.728174e-01,2.452429e-05,5.784236e+00,1.728794e-01,2.452429e-05,5.784236e+00,1.728794e-01,2.452429e-05,5.784236e+00,1.728794e-01,3.242334e-01,9.731039e-01,5.047815e+01,1.927772e-01
1.450000e+00,2.881986e-02,4.029688e-01,8.595342e-02,3.375230e+00,2.708101e-01,8.595342e-02,3.375230e+00,2.708101e-01,8.595342e-02,3.375230e+00,2.708101e-01,2.188498e-05,5.790299e+00,1.726989e-01,2.188498e-05,5.790299e+00,1.726989e-01,2.188498e-05,5.790299e+00,1.726989e-01,2.188498e-05,5.790299e+00,1.726989e-01,2.246190e-05,5.788140e+00,1.727632e-01,2.246190e-05,5.788140e+00,1.727632e-01,2.246190e-05,5.788140e+00,1.727632e-01,3.281390e-01,9.741985e-01,5.065131e+01,1.923343e-01
1.460000e+00,3.064110e-02,4.073575e-01,8.242193e-02,3.423352e+00,2.680350e-01,8.242193e-02,3.423352e+00,2.680350e-01,8.242193e-02,3.423352e+00,2.680350e-01,2.003587e-05,5.794152e+00,1.725844e-01,2.003587e-05,5.794152e+00,1.725844e-01,2.003587e-05,5.794152e+00,1.725844e-01,2.003587e-05,5.794152e+00,1.725844e-01,2.059403e-05,5.791912e+00,1.726510e-01,2.059403e-05,5.791912e+00,1.726510e-01,2.059403e-05,5.791912e+00,1.726510e-01,3.320142e-01,9.752592e-01,5.082240e+01,1.918956e-01
1.470000e+00,3.252674e-02,4.116929e-01,7.900242e-02,3.471054e+00,2.653366e-01,7.900242e-02,3.471054e+00,2.653366e-01,7.900242e-02,3.471054e+00,2.653366e-01,1.836042e-05,5.797879e+00,1.724737e-01,1.836042e-05,5.797879e+00,1.724737e-01,1.836042e-05,5.797879e+00,1.724737e-01,1.836042e-05,5.797879e+00,1.724737e-01,1.890047e-05,5.795557e+00,1.725427e-01,1.890047e-05,5.795557e+00,1.725427e-01,1.890047e-05,5.795557e+00,1.725427e-01,3.358597e-01,9.762863e-01,5.099135e+01,1.914612e-01
1.480000e+00,3.447593e-02,4.159758e-01,7.569414e-02,3.518296e+00,2.627140e-01,7.569414e-02,3.518296e+00,2.627140e-01,7.569414e-02,3.518296e+00,2.627140e-01,1.684074e-05,5.801487e+00,1.723667e-01,1.684074e-05,5.801487e+00,1.723667e-01,1.684074e-05,5.801487e+00,1.723667e-01,1.684074e-05,5.801487e+00,1.723667e-01,1.736329e-05,5.799083e+00,1.724381e-01,1.736329e-05,5.799083e+00,1.724381e-01,1.736329e-05,5.799083e+00,1.724381e-01,3.396758e-01,9.772798e-01,5.115808e+01,1.910314e-01
1.490000e+00,3.648764e-02,4.202068e-01,7.249615e-02,3.565044e+00,2.601662e-01,7.249615e-02,3.565044e+00,2.601662e-01,7.249615e-02,3.565044e+00,2.601662e-01,1.546095e-05,5.804981e+00,1.722632e-01,1.546095e-05,5.804981e+00,1.722632e-01,1.546095e-05,5.804981e+00,1.722632e-01,1.546095e-05,5.804981e+00,1.722632e-01,1.596659e-05,5.802494e+00,1.723369e-01,1.596659e-05,5.802494e+00,1.723369e-01,1.596659e-05,5.802494e+00,1.723369e-01,3.434630e-01,9.782402e-01,5.132254e+01,1.906064e-01
1.500000e+00,3.856074e-02,4.243867e-01,6.940730e-02,3.611261e+00,2.576919e-01,6.940730e-02,3.611261e+00,2.576919e-01,6.940730e-02,3.611261e+00,2.576919e-01,1.420692e-05,5.808366e+00,1.721630e-01,1.420692e-05,5.808366e+00,1.721630e-01,1.420692e-05,5.808366e+00,1.721630e-01,1.420692e-05,5.808366e+00,1.721630e-01,1.469621e-05,5.805796e+00,1.722392e-01,1.469621e-05,5.805796e+00,1.722392e-01,1.469621e-05,5.805796e+00,1.722392e-01,3.472215e-01,9.791677e-01,5.148463e+01,1.901864e-01
